Galaxy_name,A_flux_180,A_binary_180,A_flux_90,A_binary_90,Min_A_flux_180,Min_A_binary_180
587732483806986474.fits,0.128248778,0.120230382,0.215761333,0.18862491,0.084458363,0.100071994
587732483820093568.fits,0.239969674,0.256735341,0.529843937,0.445324881,0.232512284,0.22503962
587732484343922940.fits,0.174353748,0.172061329,0.653231018,0.584327087,0.094189923,0.131175468
587732484346937562.fits,0.249123049,0.180834621,0.362683453,0.374034003,0.137232043,0.239567233
587732484357095596.fits,0.158198167,0.094163424,0.187329485,0.160311284,0.093221824,0.081712062
587732484358602878.fits,0.156232735,0.103225806,0.400852738,0.430107527,0.084956842,0.092473118
587732484358733969.fits,0.211809793,0.190775681,0.226614854,0.247379455,0.128243243,0.188679245
587732484360372410.fits,0.313662298,0.256678281,0.478771617,0.43902439,0.219472497,0.286875726
587732484362600657.fits,0.152579405,0.113402062,0.588437477,0.575846834,0.070012784,0.06921944
587732484892524551.fits,0.236853275,0.215291751,0.180166349,0.191146881,0.120589537,0.150905433
587732484892786865.fits,0.150752221,0.153419593,0.381112972,0.408502773,0.070122203,0.131238447
587732484896522394.fits,0.269508313,0.2,0.233160673,0.208,0.116446887,0.168
587732484898029737.fits,0.144665216,0.105841527,0.352977709,0.320416426,0.080542773,0.113938693
587732484901896239.fits,0.444747981,0.529411765,0.312302377,0.35828877,0.184871988,0.22459893
587732577231044847.fits,0.188170922,0.198135198,0.188502336,0.146853147,0.126339101,0.157731158
587732577762672969.fits,0.149586113,0.138709677,0.19840563,0.197580645,0.097168755,0.112903226
587732577765621926.fits,0.185088979,0.137637028,0.566879816,0.607795371,0.073228824,0.096224117
587732577774534817.fits,0.278795507,0.209923664,0.250513045,0.238549618,0.072989206,0.129770992
587732578297643377.fits,0.314505111,0.207692308,0.667967463,0.638461538,0.075911452,0.123076923
587732578301116651.fits,0.131667419,0.151950719,0.125094292,0.143052704,0.076478517,0.12183436
587732578303541525.fits,0.29389444,0.280602637,0.204542764,0.20527307,0.110325109,0.129943503
587732578312257669.fits,0.110103915,0.131763208,0.626903019,0.625079567,0.08508382,0.094844048
587732578834448621.fits,0.266253864,0.170777543,0.348023493,0.303969932,0.229849024,0.15245478
587732578842575102.fits,0.15774839,0.095890411,0.264141601,0.266666667,0.095618431,0.105022831
587732578849390733.fits,0.277185085,0.341740227,0.212502477,0.289407314,0.138262829,0.229508197
587732580979638433.fits,0.314853954,0.23024055,0.243153285,0.235395189,0.074529209,0.099656357
587732582053576876.fits,0.212376296,0.18111588,0.27493228,0.255793991,0.085897339,0.084978541
587732582053970105.fits,0.258249631,0.226168224,0.206677795,0.198130841,0.099540055,0.143925234
587732583125418310.fits,0.300427004,0.261335532,0.594538109,0.59274526,0.106942695,0.154163232
587732583127056470.fits,0.285846536,0.340969163,0.23906956,0.255506608,0.188189864,0.328634361
587732583130136762.fits,0.317307822,0.45045045,0.348437942,0.406306306,0.249293339,0.376576577
587732583130202170.fits,0.381693377,0.287223823,0.575793009,0.551392891,0.338228449,0.177713737
587732583665041503.fits,0.260212678,0.223703704,0.455680155,0.422222222,0.050976384,0.072592593
587732583667466413.fits,0.278889964,0.24137931,0.534390568,0.556221889,0.152063794,0.157421289
587732589567934580.fits,0.141525007,0.110535406,0.250439661,0.248704663,0.140129552,0.095854922
587732590105526466.fits,0.157990648,0.146702557,0.127840513,0.130551817,0.06873596,0.090174966
587732590642069708.fits,0.221418085,0.171565277,0.569155586,0.49897471,0.090578475,0.066302119
587732590645870690.fits,0.166239506,0.12923923,0.370763477,0.373510541,0.100046607,0.09715857
587732591715287151.fits,0.114363396,0.075630252,0.448192586,0.441499677,0.103768076,0.074337427
587732591715811429.fits,0.361990276,0.316341829,0.581448945,0.593703148,0.109586913,0.187406297
587732591720267977.fits,0.202774831,0.140077821,0.202753784,0.186770428,0.075954269,0.105058366
587732591720792230.fits,0.290076584,0.206989247,0.579940782,0.50672043,0.114655872,0.150537634
587732592253272191.fits,0.169721102,0.112734864,0.375105643,0.323590814,0.107299448,0.089770355
587732701256351887.fits,0.309118026,0.283842795,0.638541718,0.630276565,0.132647852,0.170305677
587732701781426383.fits,0.260190344,0.234200743,0.458567226,0.481412639,0.078934072,0.12267658
587732702316462096.fits,0.189985718,0.238912732,0.156332916,0.180257511,0.121492519,0.187410587
587732702323605674.fits,0.402222598,0.341645885,0.502290205,0.486284289,0.089647596,0.152119701
587732702336123030.fits,0.113090969,0.077862595,0.152186964,0.235114504,0.079424531,0.090076336
587732702872600767.fits,0.192433869,0.159612443,0.220569141,0.210606833,0.13711552,0.159102499
587732702872797413.fits,0.166658178,0.148564295,0.120854282,0.109862672,0.065305598,0.09113608
587732703396954221.fits,0.237424367,0.205139186,0.227828694,0.205139186,0.190046865,0.188008565
587732703405867170.fits,0.124523025,0.127283441,0.11334291,0.129051267,0.084664592,0.121390689
587732703408881794.fits,0.217835085,0.160714286,0.16782975,0.135912698,0.111932602,0.08531746
587732703941492951.fits,0.342750241,0.282275711,0.614275263,0.576586433,0.135440441,0.140043764
587732769978384512.fits,0.246114592,0.238961039,0.62504718,0.657142857,0.113677059,0.179220779
587732769980350628.fits,0.226940478,0.218309859,0.166226712,0.156690141,0.087699972,0.112676056
587732769984807089.fits,0.13156588,0.09375,0.172362504,0.246394231,0.064195096,0.081730769
587732769988018347.fits,0.166216821,0.12084063,0.269181911,0.255691769,0.048836285,0.050788091
587732770502082699.fits,0.169745902,0.154411765,0.600460953,0.606617647,0.075586452,0.069852941
587732770512306319.fits,0.20588106,0.181609195,0.519780614,0.457471264,0.075070344,0.103448276
587732770523316403.fits,0.216584405,0.200392927,0.353898863,0.398821218,0.164112925,0.10805501
587732771034431733.fits,0.316654035,0.31092437,0.245116653,0.243697479,0.23976617,0.260504202
587732771047866470.fits,0.295562305,0.302570864,0.285987842,0.239947264,0.199715429,0.239288069
587732771047866525.fits,0.170963115,0.157694744,0.24602713,0.255224826,0.064101343,0.03989867
587732771049767123.fits,0.172860759,0.144198524,0.620199635,0.615023474,0.138193348,0.149564051
587732771061891224.fits,0.181734932,0.159957998,0.228210047,0.295064753,0.113606971,0.133356668
587732771569991971.fits,0.194133171,0.121076233,0.358847686,0.32735426,0.063912013,0.107623318
587732771571761304.fits,0.124564105,0.114035088,0.107682182,0.103070175,0.107575381,0.100877193
587732771577069744.fits,0.894214323,0.908210097,0.936322316,0.924528302,0.875840755,0.900560938
587732771587096661.fits,0.140043885,0.207621551,0.193690159,0.245729304,0.101511233,0.153745072
587732771852058697.fits,0.288414015,0.34939759,0.405647144,0.499330656,0.19510996,0.261044177
587732772121805075.fits,0.535319738,0.544097693,0.539047415,0.515603799,0.513845337,0.527815468
587732772123705457.fits,0.192360451,0.135278515,0.359934919,0.334217507,0.069947434,0.177718833
587732772128751648.fits,0.125879828,0.108356808,0.1612107,0.190046948,0.093540273,0.110985915
587732772129210459.fits,0.261861185,0.175438596,0.225224444,0.141520468,0.183750764,0.132163743
587732772659855450.fits,0.10443861,0.102699531,0.57214131,0.526995305,0.079591025,0.102699531
587732772663984234.fits,0.255306046,0.171428571,0.370362235,0.320408163,0.069203161,0.114285714
587732772664508534.fits,0.446878193,0.388,0.616402078,0.564,0.189308254,0.152
587732772672176302.fits,0.209285745,0.181117534,0.174792463,0.179190751,0.133790337,0.131021195
587733079197024378.fits,0.158764796,0.158311346,0.158403679,0.164907652,0.098986095,0.134564644
587733079208165568.fits,0.176171917,0.166482911,0.375076025,0.409592062,0.110352321,0.1323043
587733079736451150.fits,0.318789538,0.210740439,0.324363581,0.281529699,0.134470097,0.106590724
587733079737041011.fits,0.230611583,0.166144201,0.215345827,0.200626959,0.061949518,0.109717868
587733079738876045.fits,0.467000701,0.437262357,0.477940757,0.484157161,0.324587866,0.363751584
587733079740842177.fits,0.181969233,0.135283364,0.213647196,0.154478976,0.066572614,0.098720293
587733080268406885.fits,0.174211832,0.166175025,0.282549821,0.284169125,0.084311637,0.107177974
587733080273322124.fits,0.167291317,0.149131767,0.1704239,0.176370446,0.157640245,0.16207014
587733080273649670.fits,0.269735888,0.270380435,0.297328263,0.215353261,0.136738805,0.169836957
587733080277057618.fits,0.138662858,0.109107304,0.127834778,0.112714157,0.070029045,0.076645627
587733080809603181.fits,0.269159121,0.220647773,0.392678541,0.318825911,0.148082843,0.153846154
587733080810324044.fits,0.833334813,0.830592817,0.794944782,0.717438338,0.832355702,0.823236694
587733080810979457.fits,0.143813979,0.12789828,0.120061594,0.107329843,0.103969707,0.106955871
587733080811045043.fits,0.161861489,0.210662081,0.440802681,0.416595013,0.135540322,0.199484093
587733080819368121.fits,0.09243634,0.101639344,0.478968852,0.472131148,0.082541551,0.068852459
587733081347194982.fits,0.105993376,0.092513521,0.3233925,0.292912041,0.072514709,0.101622545
587733081350930550.fits,0.110725897,0.121121121,0.282076518,0.308308308,0.110725897,0.121121121
587733081352503392.fits,0.26649487,0.212719298,0.349881997,0.339181287,0.265811782,0.210526316
587733081877708899.fits,0.203926278,0.16,0.216036573,0.185185185,0.189402892,0.174814815
587733081887670354.fits,0.214952658,0.10974106,0.366208456,0.337854501,0.107839656,0.102342787
587733195696570470.fits,0.216335769,0.1875,0.286165521,0.290625,0.095468389,0.159375
587733196234096696.fits,0.565468736,0.41420765,0.525137585,0.355191257,0.329137531,0.165027322
587733196770705509.fits,0.227825539,0.296437659,0.203610379,0.265267176,0.131963759,0.255725191
587733397560164521.fits,0.181688999,0.138297872,0.306463595,0.285460993,0.069197977,0.095744681
587733397572616246.fits,0.119602656,0.104799216,0.119577697,0.08129285,0.063074053,0.071498531
587733397573861610.fits,0.168317138,0.125220459,0.210114477,0.19047619,0.094555763,0.128747795
587733397574517025.fits,0.140913124,0.118696664,0.412896995,0.36927851,0.100258053,0.084561676
587733398104178865.fits,0.205679785,0.196734694,0.2415219,0.275918367,0.116411179,0.106938776
587733398110863579.fits,0.147672286,0.080604107,0.365271089,0.360767012,0.147672286,0.080604107
587733398114468041.fits,0.185779222,0.167597765,0.136169779,0.134078212,0.08656884,0.134078212
587733398642819217.fits,0.331373857,0.27638191,0.685890523,0.653266332,0.08377541,0.105527638
587733398646882505.fits,0.162878352,0.116446579,0.223237972,0.18847539,0.083871175,0.102040816
587733399179427989.fits,0.169536314,0.147692308,0.144343909,0.143076923,0.102081835,0.123076923
587733399179428002.fits,0.403939376,0.446376812,0.721626797,0.673188406,0.373806954,0.392132505
587733399708041380.fits,0.284540614,0.272727273,0.392150273,0.434343434,0.136988786,0.185185185
587733399709089935.fits,0.186387617,0.182448037,0.550586783,0.519630485,0.102631208,0.136258661
587733399711449219.fits,0.211230097,0.143206854,0.566134922,0.510811914,0.095915166,0.108935129
587733399717478610.fits,0.210155855,0.16751269,0.201019854,0.177664975,0.104690494,0.152284264
587733410979512402.fits,0.124882556,0.112515803,0.31263169,0.284450063,0.081637229,0.067003793
587733410986983615.fits,0.223474217,0.165584416,0.266555479,0.313311688,0.064101208,0.087662338
587733410993799412.fits,0.283754116,0.275942299,0.267718269,0.221963704,0.198025313,0.184737087
587733411527524551.fits,0.233211896,0.159737418,0.244550379,0.256017505,0.081432103,0.076586433
587733411530670391.fits,0.230926108,0.131899642,0.506236223,0.382437276,0.174637125,0.149103943
587733412053057774.fits,0.19344142,0.120665742,0.188231888,0.102635229,0.096321498,0.116504854
587733412062756987.fits,0.192216608,0.237554113,0.327418965,0.331980519,0.166154146,0.228354978
587733424405872693.fits,0.194200101,0.168614357,0.163204593,0.151919866,0.065108271,0.14524207
587733427089637507.fits,0.215809912,0.180628272,0.431784374,0.458115183,0.0737401,0.107329843
587733428160168057.fits,0.29175725,0.25,0.622812189,0.618644068,0.095611482,0.118644068
587733428161806474.fits,0.158404441,0.140495868,0.123113643,0.136363636,0.089119179,0.123966942
587733428162068618.fits,0.476570777,0.384615385,0.675437699,0.712715856,0.166705856,0.149136578
587733428697694296.fits,0.220494007,0.176781003,0.247581476,0.245382586,0.085237581,0.134564644
587733429233909867.fits,0.206298991,0.24764353,0.176747658,0.222793488,0.11548633,0.175664096
587733429234237590.fits,0.558961277,0.570149254,0.712989914,0.626012793,0.44207357,0.508742004
587733429771174040.fits,0.22072645,0.225050916,0.703048362,0.699083503,0.187787183,0.16802444
587733429774057590.fits,0.205862152,0.204347826,0.149947369,0.163043478,0.096105311,0.12173913
587733432456511772.fits,0.22133474,0.137681159,0.163297918,0.1147343,0.106169758,0.118357488
587733432461295944.fits,0.135099952,0.11302682,0.112584082,0.099616858,0.064690818,0.08045977
587733432998297780.fits,0.171950257,0.078651685,0.274956341,0.305963699,0.093318676,0.097666379
587733440512590141.fits,0.150242177,0.18344519,0.445772918,0.418344519,0.150242177,0.18344519
587733441044873406.fits,0.182343141,0.250578258,0.443541777,0.459521974,0.121191163,0.215111796
587733441585152197.fits,0.375501788,0.26681128,0.291315365,0.21691974,0.114682089,0.114967462
587733442656010535.fits,0.191959202,0.153125,0.425414881,0.4265625,0.156310637,0.121875
587733603720429766.fits,0.186124942,0.22659511,0.357043641,0.305307096,0.160881498,0.255217651
587733603734388952.fits,0.704253447,0.586983117,0.661039052,0.540249572,0.621290309,0.522143381
587733604257038512.fits,0.293682919,0.197215777,0.356684621,0.354988399,0.12496357,0.109048724
587733604263985264.fits,0.346852909,0.254826255,0.598070987,0.571428571,0.095426063,0.131274131
587733604264968492.fits,0.139330089,0.119883041,0.484898925,0.43128655,0.113165588,0.116959064
587733604266803278.fits,0.190717884,0.12924282,0.181649638,0.173629243,0.116836502,0.122715405
587733605333270699.fits,0.073126651,0.124324324,0.284040618,0.284684685,0.073126651,0.124324324
587733605341462786.fits,0.149091404,0.123364085,0.658841801,0.652649646,0.062417407,0.08774941
587733605342773350.fits,0.135711307,0.102941176,0.601973978,0.527573529,0.116028613,0.140931373
587733605867847888.fits,0.248572085,0.244353183,0.623755059,0.630390144,0.133111851,0.145790554
587733608553971894.fits,0.100378213,0.091435664,0.297389415,0.282581713,0.062543452,0.054199421
587733608557707545.fits,0.16514074,0.165662651,0.204443365,0.167168675,0.128370617,0.111445783
587733609624305725.fits,0.108936509,0.08042033,0.227949358,0.213381943,0.089567223,0.085567231
587733610162618555.fits,0.197474499,0.131578947,0.172496006,0.142857143,0.083519725,0.090225564
587734303805407664.fits,0.241032976,0.161915008,0.271171732,0.236148467,0.215874445,0.130715438
587734304882098403.fits,0.232938144,0.138099902,0.275043814,0.166503428,0.105324742,0.067580803
587734621101490272.fits,0.164027537,0.149901381,0.306503456,0.275147929,0.076998068,0.108481262
587734621629513866.fits,0.562174746,0.415544041,0.467488224,0.305181347,0.378370492,0.262176166
587734621637968038.fits,0.233558125,0.158798283,0.328674062,0.32832618,0.162690771,0.169527897
587734621640982702.fits,0.282451721,0.169608596,0.492463659,0.479662318,0.102212203,0.140445127
587734622178181313.fits,0.27592274,0.304950495,0.482422494,0.493069307,0.187023887,0.255445545
587734622698471794.fits,0.151579208,0.152046784,0.224672474,0.24250731,0.112514163,0.124634503
587734622704042245.fits,0.388688158,0.36,0.697795609,0.677333333,0.184239751,0.226666667
587734622710792236.fits,0.319970953,0.438110749,0.518154499,0.604234528,0.319144379,0.412052117
587734623241896160.fits,0.187272037,0.150738916,0.365837263,0.350738916,0.06656996,0.087684729
587734623246352408.fits,0.424057975,0.396969697,0.406317328,0.390909091,0.385283172,0.374242424
587734623247728755.fits,0.152946835,0.151653364,0.277451115,0.271379704,0.073739595,0.049030787
587734690352988348.fits,0.278770201,0.215116279,0.521109739,0.511627907,0.104973515,0.171511628
587734840667603337.fits,0.144749749,0.10411985,0.155178721,0.186516854,0.09069431,0.087640449
587734841741672894.fits,0.279672299,0.204391009,0.556693034,0.558808155,0.210247087,0.204391009
587734861611204737.fits,0.226073934,0.235435725,0.313223723,0.322580645,0.171248914,0.17284545
587734891675189428.fits,0.224032196,0.217468806,0.31956936,0.32798574,0.128686841,0.08912656
587734891675648091.fits,0.216800061,0.203007519,0.634324263,0.621553885,0.068297889,0.087719298
587734891679645796.fits,0.212335697,0.181533646,0.335628458,0.299687011,0.144135661,0.187793427
587734892214091846.fits,0.323166772,0.331818182,0.456942691,0.568181818,0.101650823,0.181818182
587734892214878326.fits,0.117234465,0.140132062,0.403140086,0.409391049,0.08527662,0.052090976
587734892751159412.fits,0.096089748,0.079610681,0.210504009,0.178687297,0.084289176,0.068629898
587734892751159424.fits,0.372035951,0.353741497,0.328394597,0.357142857,0.102179646,0.183673469
587734892754894900.fits,0.082898843,0.079847909,0.409633389,0.439797212,0.082898843,0.079847909
587734893284884556.fits,0.275012178,0.350157729,0.627015838,0.682018927,0.274931214,0.375394322
587734893288751224.fits,0.299066237,0.333333333,0.577126253,0.636111111,0.147383762,0.194444444
587734893820379279.fits,0.21144373,0.247606019,0.296954308,0.340629275,0.105330928,0.154582763
587734893824704652.fits,0.945549001,0.939638319,0.88126205,0.820136852,0.92082325,0.918132942
587734893826408555.fits,0.159360008,0.135321101,0.42082523,0.410550459,0.098914835,0.155963303
587734894358757531.fits,0.124082451,0.172291297,0.398877093,0.371225577,0.124082451,0.172291297
587734894362558587.fits,0.115771404,0.127802691,0.222123884,0.247757848,0.100527237,0.105381166
587734894364459130.fits,0.323320697,0.218120805,0.376571985,0.302013423,0.218653896,0.083892617
587734948051615982.fits,0.19430929,0.200902935,0.157807721,0.174943567,0.117716567,0.196388262
587734948052467919.fits,0.231934364,0.231754161,0.186520459,0.235595391,0.143483749,0.218950064
587734948593467533.fits,0.262080215,0.18729097,0.524414932,0.530100334,0.101404008,0.197324415
587734948593729721.fits,0.169327406,0.146019583,0.445028898,0.438910175,0.064577961,0.096636867
587734948594319486.fits,0.12912397,0.094512195,0.500324555,0.5,0.114674199,0.071646341
587734948594450572.fits,0.181920107,0.182012848,0.275768827,0.319057816,0.09628892,0.104925054
587734949121163505.fits,0.171417623,0.11090573,0.177507253,0.157116451,0.081885331,0.107208872
587734949125751075.fits,0.207380976,0.213640923,0.50971747,0.456369107,0.155244892,0.149448345
587734949654495272.fits,0.364975746,0.384984985,0.509801272,0.458258258,0.325723551,0.342942943
587734949658165580.fits,0.17815241,0.210340776,0.291266125,0.341950646,0.120805117,0.158636898
587734949665505393.fits,0.407353374,0.3174946,0.674859412,0.6587473,0.099596938,0.149028078
587734949670158457.fits,0.318855197,0.338374291,0.592463498,0.616257089,0.105201331,0.190926276
587735042539061488.fits,0.262778484,0.202910267,0.229136865,0.194826192,0.175382129,0.212611156
587735042541748414.fits,0.234479701,0.219206681,0.440567344,0.430584551,0.08518158,0.091858038
587735043081175237.fits,0.242901222,0.220035778,0.263092455,0.194991055,0.088938301,0.152057245
587735043610378404.fits,0.24814568,0.148861646,0.236557522,0.206654991,0.110033754,0.173380035
587735043611361414.fits,0.159394681,0.147540984,0.151720645,0.128805621,0.077186742,0.06323185
587735044142727608.fits,0.329138797,0.270386266,0.26269422,0.21888412,0.116883117,0.13304721
587735044146463106.fits,0.276613048,0.167733675,0.347703391,0.265044814,0.079334182,0.116517286
587735044151836802.fits,0.194689338,0.095238095,0.253739685,0.275297619,0.062143128,0.113095238
587735236882858280.fits,0.124064306,0.132780083,0.435858839,0.497925311,0.088888345,0.118257261
587735240636760212.fits,0.359785593,0.394154119,0.378764731,0.330380868,0.188741759,0.19574845
587735241172844868.fits,0.133545348,0.116398243,0.107721001,0.093704246,0.07819473,0.086383602
587735241175924953.fits,0.26158703,0.191304348,0.355038968,0.32173913,0.061221895,0.117391304
587735241715417231.fits,0.189159015,0.154582763,0.365398059,0.414500684,0.085585351,0.119015048
587735343185199382.fits,0.401484392,0.344989913,0.516900122,0.422326833,0.33627244,0.299260256
587735343722594607.fits,0.279682504,0.184079602,0.616110994,0.547263682,0.110874571,0.09342178
587735344262283528.fits,0.149984871,0.117355372,0.318116128,0.303030303,0.064695166,0.079889807
587735344795418897.fits,0.190639191,0.144039112,0.328829293,0.261752539,0.140755682,0.135765325
587735344800464971.fits,0.125124955,0.131090081,0.168529829,0.178759201,0.113102283,0.13319313
587735347490193688.fits,0.130749526,0.116828929,0.215297468,0.135605007,0.099022422,0.091794159
587735347494125765.fits,0.220774506,0.212741752,0.283616715,0.353811149,0.080339959,0.130830489
587735347495174233.fits,0.127532807,0.107081174,0.253321937,0.20984456,0.099792783,0.1208981
587735347497861274.fits,0.159541225,0.154019534,0.164699939,0.163786627,0.146806671,0.190082645
587735348013236407.fits,0.193467026,0.14399497,0.304472583,0.279186753,0.165147936,0.084468665
587735348018938100.fits,0.223679395,0.121107266,0.201381778,0.178200692,0.08422676,0.089965398
587735348023132347.fits,0.155670374,0.147381242,0.490269738,0.542021924,0.088154025,0.071863581
587735348032700650.fits,0.173963837,0.174434088,0.132403289,0.130492676,0.065004245,0.099866844
587735348038008916.fits,0.220870597,0.217252396,0.223448276,0.231629393,0.063498702,0.115015974
587735348548206871.fits,0.313027309,0.336691856,0.707632601,0.748110831,0.286439568,0.298740554
587735348550566263.fits,0.227575902,0.186440678,0.314164337,0.221231044,0.147659476,0.241748439
587735349099102478.fits,0.157444221,0.204395604,0.247426419,0.227106227,0.104949014,0.151648352
587735430155534486.fits,0.229598893,0.161825726,0.189045146,0.190871369,0.057942207,0.095435685
587735430156910851.fits,0.228109814,0.239130435,0.202706388,0.286231884,0.102451233,0.163043478
587735430690242734.fits,0.175005174,0.121212121,0.249218861,0.250582751,0.062710104,0.083916084
587735430693585048.fits,0.240030106,0.222222222,0.444574498,0.472222222,0.091619735,0.118686869
587735489209827414.fits,0.292993692,0.245365322,0.638974177,0.579062159,0.158960382,0.138495093
587735489214218372.fits,0.333838387,0.287378641,0.622097948,0.632038835,0.09172469,0.108737864
587735660477743159.fits,0.94502581,0.952332589,0.946822823,0.955988896,0.936662941,0.948947119
587735660478005389.fits,0.324685943,0.303474903,0.311138119,0.318918919,0.24564408,0.269498069
587735660479184982.fits,0.147039772,0.116034985,0.318420975,0.313702624,0.075087187,0.090379009
587735661014024319.fits,0.33649867,0.313479624,0.336673802,0.36677116,0.231298783,0.274294671
587735661549650109.fits,0.135522573,0.104143748,0.174650526,0.187752109,0.104173694,0.091675834
587735662081933499.fits,0.129338165,0.096612296,0.320003513,0.301129235,0.075658109,0.096612296
587735662082064633.fits,0.156504266,0.117579909,0.31033528,0.328767123,0.076747038,0.068493151
587735663160787088.fits,0.090899112,0.072069998,0.105755557,0.077596132,0.082429414,0.094635045
587735663163998330.fits,0.185746532,0.23255814,0.469408954,0.409302326,0.078477351,0.176744186
587735664769040533.fits,0.201748476,0.192708333,0.232901592,0.21577381,0.086804017,0.120535714
587735664773431424.fits,0.135392261,0.098831031,0.323732716,0.332624867,0.089678091,0.075451647
587735664779264022.fits,0.542524996,0.435747175,0.578743473,0.410632064,0.493432939,0.359564671
587735665312399516.fits,0.147869221,0.158742949,0.133306325,0.133763094,0.119749014,0.160354553
587735665320984985.fits,0.163329341,0.167185877,0.222538272,0.236760125,0.090475322,0.100726895
587735665849270387.fits,0.298032656,0.209821429,0.248469401,0.21875,0.141494756,0.1875
587735665849270661.fits,0.182358933,0.146245059,0.202373059,0.167588933,0.129833564,0.133596838
587735666383126669.fits,0.169322954,0.175404531,0.706875092,0.675080906,0.118850349,0.154692557
587735666389811413.fits,0.091010267,0.083333333,0.104676346,0.091216216,0.091010267,0.083333333
587735666913968307.fits,0.207680731,0.216,0.170534561,0.192,0.115294416,0.161142857
587735667449397464.fits,0.092216082,0.094820717,0.187014586,0.090039841,0.092216082,0.094820717
587735694832042089.fits,0.200232551,0.197093551,0.193460919,0.14986376,0.088321912,0.129881926
587735694833418331.fits,0.130654595,0.10554371,0.153923679,0.147654584,0.075181931,0.091684435
587735694837809275.fits,0.157716779,0.183770883,0.39342583,0.424821002,0.080349112,0.150357995
587735694842855536.fits,0.156243773,0.13064133,0.182769237,0.17695962,0.114340731,0.143705463
587735695369633887.fits,0.147036836,0.141931303,0.145918286,0.149060272,0.080790404,0.108878808
587735695376253029.fits,0.147250787,0.115577889,0.271496508,0.255367748,0.069902175,0.066240292
587735695904669790.fits,0.18749101,0.20815633,0.319620606,0.350042481,0.155758677,0.20815633
587735695905390830.fits,0.190723221,0.133843212,0.266859833,0.248565966,0.123886434,0.168260038
587735695905718411.fits,0.270187053,0.252136752,0.230489838,0.284188034,0.091314325,0.162393162
587735695912009805.fits,0.339698189,0.298701299,0.385266939,0.261998871,0.240047903,0.178994918
587735696440623187.fits,0.528475289,0.523429711,0.656106593,0.58225324,0.444823103,0.501495513
587735696443310211.fits,0.1253148,0.115431349,0.311392585,0.301579587,0.083296529,0.10036452
587735696452091997.fits,0.130742035,0.149706979,0.488010867,0.502397443,0.115569784,0.181672882
587735696980312161.fits,0.145020679,0.143315508,0.556699516,0.570053476,0.103351152,0.145454545
587735696981229723.fits,0.114295596,0.078871618,0.128513472,0.09556707,0.082056838,0.101899827
587735696987062345.fits,0.518494913,0.465699944,0.727299825,0.763245956,0.361951262,0.389849414
587735742621352325.fits,0.151258573,0.111779449,0.135665096,0.143859649,0.087224727,0.089724311
587735743152783581.fits,0.212472494,0.131071191,0.297264149,0.316034597,0.08711733,0.112441783
587735743688802706.fits,0.126332462,0.081334724,0.525458398,0.472888425,0.098812889,0.077163712
587735743692996864.fits,0.402507117,0.348837209,0.527998238,0.552772809,0.229632426,0.148479428
587735743693848946.fits,0.823798929,0.819672131,0.805284988,0.805004314,0.787029254,0.789473684
587735744226787591.fits,0.169187566,0.183727034,0.172880819,0.18503937,0.125780923,0.11023622
587735744226984112.fits,0.217022563,0.241184767,0.234151216,0.330042313,0.117593723,0.159379408
587735744227704946.fits,0.162281184,0.118744448,0.179923231,0.138880663,0.090405605,0.082617708
587736477055254640.fits,0.242076267,0.161843516,0.351053789,0.43301179,0.097885009,0.095391211
587736477056827490.fits,0.285668506,0.292433538,0.224815489,0.249488753,0.086539173,0.202453988
587736477057941753.fits,0.202052643,0.165424739,0.172307378,0.137108793,0.096483651,0.117734724
587736477589045430.fits,0.147232528,0.097701149,0.116798382,0.100574713,0.076726606,0.083333333
587736477592649757.fits,0.147657308,0.152034261,0.567986403,0.571734475,0.081599591,0.070663812
587736477593239819.fits,0.410179145,0.246319921,0.739082351,0.742885182,0.339719704,0.246319921
587736477594485005.fits,0.188727678,0.129385965,0.191262838,0.186403509,0.073180553,0.103070175
587736477595467899.fits,0.184957205,0.132876265,0.176750162,0.113450865,0.175845357,0.143650016
587736477602808323.fits,0.227820963,0.320148331,0.366538832,0.401730532,0.124292036,0.248454883
587736478126178505.fits,0.199214934,0.170771757,0.337944534,0.348111658,0.068915994,0.128078818
587736478131225003.fits,0.127151423,0.131707317,0.785684801,0.783739837,0.111441335,0.131707317
587736478663770333.fits,0.169918879,0.167434716,0.789644156,0.798771121,0.113301827,0.155145929
587736478667178174.fits,0.293134538,0.280617165,0.309891237,0.25072324,0.118282357,0.120540019
587736478668816447.fits,0.200330852,0.193506494,0.183608898,0.179220779,0.103645466,0.167532468
587736479197233320.fits,0.192714669,0.170560748,0.443287006,0.406542056,0.0879131,0.137850467
587736523760206011.fits,0.196120706,0.21522694,0.152195158,0.158125915,0.064652418,0.103953148
587736523760730333.fits,0.460038488,0.423986486,0.708390904,0.701013514,0.264745603,0.253378378
587736523762434305.fits,0.18743142,0.152466368,0.450485908,0.471599402,0.072331208,0.113602392
587736523764269197.fits,0.227077831,0.185185185,0.25009564,0.24,0.055171126,0.087407407
587736525370622204.fits,0.133989548,0.132803632,0.376455416,0.425652667,0.065859964,0.087400681
587736541493395971.fits,0.19599146,0.140302613,0.169083951,0.150618982,0.102097729,0.114167813
587736542019453087.fits,0.252498497,0.137176938,0.249374701,0.234592445,0.111812486,0.121272366
587736542023122964.fits,0.801166912,0.765087605,0.806945237,0.754055808,0.749912221,0.748215445
