Galaxy_name,A_flux_180,A_binary_180,A_flux_90,A_binary_90,Min_A_flux_180,Min_A_binary_180
587727180085657767.fits,0.232515806,0.162361624,0.178750776,0.149446494,0.089567557,0.110701107
587727180597624973.fits,0.115190518,0.123462028,0.243320139,0.240984302,0.080922255,0.09121765
587727180601426026.fits,0.169906524,0.158649789,0.311080818,0.351898734,0.107781889,0.124050633
587727180605423723.fits,0.171345609,0.129943503,0.37897981,0.352793471,0.079172903,0.078468299
587727180605423757.fits,0.171993521,0.161089494,0.151354222,0.16381323,0.109750132,0.151750973
587727212808897048.fits,0.342480054,0.228525122,0.299250884,0.213938412,0.281601741,0.277147488
587727212813091083.fits,0.234349386,0.172104926,0.438612696,0.450415867,0.093895771,0.103007038
587727213341836037.fits,0.163274359,0.14967462,0.171891683,0.151120752,0.099709351,0.123644252
587727213347733818.fits,0.340267286,0.315217391,0.293708434,0.375,0.103848975,0.184782609
587727213347865030.fits,0.394200245,0.28854314,0.42172432,0.379066478,0.360930165,0.333804809
587727213348520295.fits,0.225507292,0.229027388,0.288764453,0.316044857,0.211367609,0.202285961
587727213880607138.fits,0.430968976,0.374701671,0.496694836,0.410501193,0.341803229,0.15274463
587727213883752951.fits,0.207256347,0.221835075,0.204282009,0.216027875,0.140778051,0.170731707
587727213885587693.fits,0.342525828,0.195402299,0.494436199,0.41954023,0.068454812,0.076628352
587727214421410300.fits,0.116409524,0.061322645,0.287569429,0.330260521,0.076424907,0.069338677
587727214956445914.fits,0.243336977,0.230941704,0.284182152,0.316143498,0.144564222,0.206278027
587727220860780691.fits,0.122496748,0.117389842,0.195308659,0.174907501,0.078373161,0.101244534
587727220862550404.fits,0.281571179,0.237921604,0.240194777,0.181403829,0.15884774,0.152233364
587727221403025684.fits,0.207852128,0.178137652,0.188011654,0.157894737,0.088363503,0.117408907
587727221413118197.fits,0.169650667,0.145933014,0.35271187,0.253987241,0.128041599,0.121212121
587727221414625491.fits,0.407812414,0.451256281,0.455961383,0.509547739,0.363372217,0.396984925
587727221937930560.fits,0.200008545,0.153284672,0.324923764,0.277372263,0.090602253,0.138686131
587727221948547153.fits,0.180327481,0.176634214,0.148555623,0.180806676,0.090248051,0.104311544
587727222470672469.fits,0.621201242,0.612709317,0.699758037,0.702447402,0.546694243,0.538857879
587727222478995747.fits,0.227235889,0.221854305,0.452261716,0.470198675,0.200769449,0.168874172
587727222485352635.fits,0.145332048,0.130480167,0.305448203,0.286012526,0.072522928,0.08559499
587727223013179769.fits,0.265945387,0.24567474,0.253513511,0.256055363,0.071019642,0.100346021
587727225155354742.fits,0.162303758,0.102040816,0.417882213,0.463556851,0.078692596,0.113702624
587727225161056412.fits,0.210335427,0.235412475,0.519608608,0.503018109,0.099048843,0.146881288
587727226232963249.fits,0.174639256,0.166458073,0.568716801,0.583229036,0.098472206,0.118898623
587727226763739257.fits,0.176985598,0.117870722,0.261113362,0.203422053,0.093908311,0.095057034
587727226764394571.fits,0.0934383,0.101234568,0.51563754,0.537037037,0.0934383,0.101234568
587727226765967493.fits,0.207830848,0.227040816,0.321977034,0.391581633,0.111406448,0.117346939
587727227300151488.fits,0.263865394,0.175292154,0.25384444,0.212020033,0.116986544,0.138564274
587727229447831665.fits,0.166959499,0.155136268,0.119808661,0.121593291,0.070949099,0.067085954
587727229987127308.fits,0.080916805,0.078806427,0.338836683,0.354246366,0.074029484,0.055853099
587727867255390382.fits,0.777650732,0.713902848,0.610265481,0.472361809,0.717615955,0.615410385
587727867256308040.fits,0.497599444,0.555853441,0.501400107,0.580428954,0.440858558,0.512957998
587727874233139385.fits,0.129631478,0.098090849,0.161295884,0.175773535,0.072681369,0.082290981
587727874770403488.fits,0.180818149,0.153119093,0.196796744,0.166351607,0.095566317,0.175803403
587727875842506764.fits,0.165172684,0.223097113,0.489011919,0.380577428,0.146665093,0.257217848
587727875842572442.fits,0.311432431,0.320132013,0.286062473,0.283828383,0.087209853,0.148514851
587727942422429769.fits,0.196565679,0.16460177,0.159610227,0.143362832,0.069051435,0.104424779
587727942952550679.fits,0.214626344,0.22463261,0.565639564,0.582575227,0.163169725,0.22253324
587727944028586260.fits,0.106269525,0.084444444,0.162067255,0.126666667,0.106269525,0.084444444
587728307494453470.fits,0.244818827,0.189493433,0.393765792,0.253283302,0.116082469,0.166979362
587728307495698545.fits,0.233994353,0.210526316,0.195912157,0.157894737,0.073253199,0.100478469
587728308030603421.fits,0.257491354,0.251509054,0.476321867,0.452716298,0.087488104,0.138832998
587728309104214057.fits,0.160292166,0.08583691,0.268374704,0.288626609,0.071059617,0.107296137
587728309105262695.fits,0.258602044,0.183050847,0.633897132,0.652542373,0.112548632,0.13559322
587728309634072728.fits,0.155786611,0.201492537,0.194260972,0.220149254,0.115808998,0.159701493
587728309635252270.fits,0.354160792,0.326102675,0.5382711,0.494577007,0.297245342,0.318872017
587728309639839870.fits,0.290922674,0.28125,0.30896624,0.3125,0.081291877,0.116071429
587728309642199231.fits,0.323531048,0.276393832,0.376033199,0.360616845,0.116993909,0.150652432
587728310177431695.fits,0.27051077,0.258928571,0.263869381,0.328125,0.111661403,0.080357143
587728665578766438.fits,0.403731056,0.27327782,0.676880216,0.526116578,0.310314417,0.230885693
587728666115506288.fits,0.751495309,0.710561398,0.764150747,0.696193157,0.741402057,0.697822545
587728666654081277.fits,0.193454679,0.164369748,0.496294009,0.488403361,0.156696704,0.176470588
587728668271509651.fits,0.18960646,0.126328217,0.150271664,0.095631641,0.088483583,0.07674144
587728668803465549.fits,0.154905623,0.136733587,0.16984064,0.18475312,0.124834358,0.130765057
587728676855611465.fits,0.124635811,0.108682453,0.105383318,0.104432301,0.064296467,0.061323619
587728676860002415.fits,0.133723962,0.119023398,0.141128475,0.11698881,0.091770502,0.085113598
587728879258960084.fits,0.175665367,0.21474359,0.497006386,0.524038462,0.117858827,0.137820513
587728879267873012.fits,0.160769543,0.148954704,0.304296683,0.324477352,0.122884006,0.148083624
587728879271084157.fits,0.203224003,0.234722222,0.498569771,0.406944444,0.147297126,0.209722222
587728879804874941.fits,0.183151816,0.157254561,0.218742964,0.186794092,0.119730528,0.139878367
587728880334405838.fits,0.176658935,0.15971897,0.380347974,0.372833724,0.135247211,0.127868852
587728880337551627.fits,0.278293157,0.270731707,0.245895693,0.292682927,0.111824517,0.141463415
587728880879141002.fits,0.149122263,0.085616438,0.225134228,0.177226027,0.072793251,0.123287671
587728881411162313.fits,0.213326604,0.17979798,0.619934462,0.58989899,0.086038626,0.135353535
587728906102309121.fits,0.50909539,0.531838565,0.488586215,0.525560538,0.463061116,0.519282511
587728906635837540.fits,0.770531195,0.744150943,0.795912245,0.773584906,0.751106841,0.730566038
587728917375090814.fits,0.090811749,0.086573354,0.172918811,0.175220321,0.063913554,0.068947641
587728918985375911.fits,0.405884031,0.289323553,0.580725821,0.565607172,0.384503542,0.294213529
587728930271985703.fits,0.101255705,0.118932039,0.187729693,0.186893204,0.096422378,0.140776699
587728930798174502.fits,0.143804912,0.130557516,0.248534137,0.230769231,0.08474377,0.100917431
587728930806497451.fits,0.263778373,0.214689266,0.26740992,0.206214689,0.144059512,0.237288136
587728931344482470.fits,0.190762819,0.171573604,0.163695842,0.165482234,0.091295919,0.065989848
587728931874013421.fits,0.136710797,0.169291339,0.255353317,0.233267717,0.079545325,0.118110236
587728931881812188.fits,0.280258231,0.247474747,0.356456614,0.406565657,0.210189437,0.252525253
587728947975946399.fits,0.146781424,0.131980229,0.249921963,0.250815017,0.132213062,0.124408455
587728948512882891.fits,0.137305901,0.107942974,0.151533302,0.134419552,0.13138192,0.116089613
587728949049557247.fits,0.187876237,0.165482234,0.254267054,0.21928934,0.115111635,0.114720812
587728949049950366.fits,0.27530159,0.296416938,0.386784364,0.364820847,0.118559129,0.179153094
587728950120939653.fits,0.146393114,0.160035367,0.132499803,0.146772767,0.075309836,0.083996463
587728950125723838.fits,0.184349468,0.193150685,0.416644587,0.441780822,0.122969497,0.163013699
587728950125920557.fits,0.137588951,0.143851508,0.107499662,0.110208817,0.102158857,0.097447796
587729153595474049.fits,0.300625054,0.27638191,0.2229978,0.207705193,0.105060365,0.145728643
587729155207004307.fits,0.229649418,0.208163265,0.589546751,0.591836735,0.094707988,0.099319728
587729157893456017.fits,0.12106086,0.063069632,0.292677141,0.349252643,0.067788876,0.059423988
587729157893521520.fits,0.273685153,0.244772448,0.251448234,0.218942189,0.100782171,0.092250923
587729157895815314.fits,0.217257243,0.236580517,0.194625884,0.192842942,0.098425975,0.184890656
587729158434914466.fits,0.322758364,0.273001508,0.410593127,0.340874811,0.106786276,0.167420814
587729158440681740.fits,0.195813444,0.208538588,0.53014558,0.545703339,0.118906311,0.183360701
587729158963331090.fits,0.090881481,0.076717217,0.227291117,0.22465061,0.074850309,0.082664288
587729158967328888.fits,0.276212623,0.246418338,0.744726871,0.755587393,0.132921066,0.162750716
587729158975717488.fits,0.142174712,0.145796382,0.119607379,0.145796382,0.085212876,0.121674353
587729158975848608.fits,0.137660754,0.143596378,0.271440229,0.314359638,0.077801901,0.122897801
587729158982860929.fits,0.251938272,0.282202557,0.222400372,0.27826942,0.142570901,0.248770895
587729159501447315.fits,0.182466083,0.100893997,0.381586236,0.309493401,0.156361166,0.10259685
587729159512129673.fits,0.245429771,0.316742081,0.261754129,0.281674208,0.119511291,0.235294118
587729159512326252.fits,0.31472044,0.260869565,0.220955471,0.204347826,0.09379949,0.130434783
587729159517634841.fits,0.272453177,0.245436105,0.262282396,0.263184584,0.197042376,0.220081136
587729159517700289.fits,0.364612925,0.318834633,0.533363169,0.544932294,0.25709388,0.290110792
587729159518224638.fits,0.207331355,0.158163265,0.287102403,0.283163265,0.061795401,0.096938776
587729159519207705.fits,0.278150474,0.309090909,0.300675801,0.414545455,0.108313714,0.269090909
587729159520256301.fits,0.207894929,0.169368362,0.25466878,0.246506428,0.141808214,0.054220235
587729160048083184.fits,0.15778903,0.127962085,0.482977092,0.442338073,0.099581274,0.118483412
587729227149869273.fits,0.310758771,0.27265625,0.609415634,0.53828125,0.109524695,0.14609375
587729227152097459.fits,0.135655432,0.116941529,0.218706552,0.115442279,0.096038285,0.08095952
587729227152621756.fits,0.119341851,0.134035088,0.388256538,0.349473684,0.073476558,0.110175439
587729227688050881.fits,0.287364192,0.343478261,0.248739884,0.32173913,0.179361321,0.304347826
587729228223217760.fits,0.67163038,0.71033629,0.810653743,0.812873943,0.6555123,0.698782752
587729228226101395.fits,0.190230483,0.211494253,0.579984779,0.67816092,0.132226885,0.197701149
587729228226822398.fits,0.158340814,0.128598848,0.139047959,0.142034549,0.075548815,0.094049904
587729228227871077.fits,0.19580287,0.186377709,0.335371276,0.294736842,0.17651561,0.2
587729228763496669.fits,0.1426673,0.129602356,0.38352835,0.49263623,0.088901005,0.11634757
