Galaxy_name,Asymmetry,Detections
587729385537667170.fits,0.162321402,FALSE
587729386069688509.fits,0.056088103,FALSE
587729386079125709.fits,0.112611328,FALSE
587729386082533510.fits,0.09097049,FALSE
587729386083057810.fits,0.390405086,FALSE
587729386615799950.fits,0.119507182,FALSE
587729386620518616.fits,0.172584292,FALSE
587729387155554433.fits,0.061468797,FALSE
587729387157520404.fits,0.109127789,FALSE
587729387684429940.fits,0.097172265,FALSE
587729387694522507.fits,0.078394516,FALSE
587729388222218308.fits,0.09996438,FALSE
587729388225953981.fits,0.078600329,FALSE
587729388230934627.fits,0.099036186,FALSE
587729408077791552.fits,0.07082653,FALSE
587729408615317793.fits,0.092820233,FALSE
587729409690370346.fits,0.088462166,FALSE
587729652347896026.fits,0.329657087,FALSE
587729653962899841.fits,0.14585646,FALSE
587729653963030929.fits,0.12466877,FALSE
587729748448182892.fits,0.210145126,FALSE
587729751131619639.fits,0.146066337,FALSE
587729751135813659.fits,0.150236987,FALSE
587729751669145756.fits,0.099195679,FALSE
587729751675372124.fits,0.080572153,FALSE
587729752204640460.fits,0.079429579,FALSE
587729752745640217.fits,0.131662072,FALSE
587729773146472641.fits,0.190254947,FALSE
587729773680525466.fits,0.073719573,FALSE
587729773683540183.fits,0.066737136,FALSE
587729774754726057.fits,0.141976528,FALSE
587729776368550015.fits,0.094583351,FALSE
587729776914858255.fits,0.133151476,FALSE
587729777443340455.fits,0.074716637,FALSE
587729777443799162.fits,0.160692232,FALSE
587729781200716327.fits,0.10249907,FALSE
587729781200781725.fits,0.170514371,FALSE
587729971249873187.fits,0.121781445,FALSE
587729971254198276.fits,0.298803879,FALSE
587729972323483878.fits,0.070546778,FALSE
587730021716197554.fits,0.088821439,FALSE
587730022251298966.fits,0.091285246,FALSE
587730022258245722.fits,0.215510777,FALSE
587730022794330293.fits,0.077038666,FALSE
587730022795837628.fits,0.125442407,FALSE
587730022801736142.fits,0.099089538,FALSE
587730023864270978.fits,0.050918544,FALSE
587730023866302642.fits,0.144600325,FALSE
587730023868924181.fits,0.079913472,FALSE
587730773340520579.fits,0.145751545,FALSE
587730773341438323.fits,0.113831289,FALSE
587730773349957862.fits,0.097705002,FALSE
587730773352317074.fits,0.099997636,FALSE
587730773353300108.fits,0.159264759,FALSE
587730773878505773.fits,0.086758666,FALSE
587730773880471901.fits,0.12043151,FALSE
587730773887942898.fits,0.089138812,FALSE
587730774410788970.fits,0.321004129,FALSE
587730774412492938.fits,0.111627574,FALSE
587730774421864504.fits,0.226034246,FALSE
587730774426648725.fits,0.105238177,FALSE
587730774948446605.fits,0.08940335,FALSE
587730774951395646.fits,0.115012315,FALSE
587730774951985557.fits,0.06871192,FALSE
587730774960242873.fits,0.10269804,FALSE
587730774964961450.fits,0.112051079,FALSE
587730775498883282.fits,0.092310676,FALSE
587730816293339288.fits,0.130564274,FALSE
587730816829358304.fits,0.134438326,FALSE
587730817358758028.fits,0.066296543,FALSE
587730817365901477.fits,0.122719501,FALSE
587730817900740647.fits,0.112132167,FALSE
587730846350574517.fits,0.147337317,FALSE
587730848497336802.fits,0.104137659,FALSE
587731173306467227.fits,0.129472787,FALSE
587731185660002444.fits,0.110697525,FALSE
587731185667801245.fits,0.176308372,FALSE
587731185669636133.fits,0.376454238,FALSE
587731185669636234.fits,0.060699586,FALSE
587731185673306356.fits,0.113093044,FALSE
587731186731057438.fits,0.117745662,FALSE
587731186742394983.fits,0.08046354,FALSE
587731187277430908.fits,0.126165633,FALSE
587731187279134981.fits,0.114989579,FALSE
587731187280117820.fits,0.075204065,FALSE
587731498651680901.fits,0.065581319,FALSE
587731499186061467.fits,0.130017167,FALSE
587731500260982914.fits,0.104875365,FALSE
587731500261179513.fits,0.099824669,FALSE
587731500263407750.fits,0.090734415,FALSE
587731500793135266.fits,0.111607342,FALSE
587731500797722791.fits,0.074396273,FALSE
587731500799754416.fits,0.12397626,FALSE
587731501333610548.fits,0.129771168,FALSE
587731501335642198.fits,0.074182682,FALSE
587731511530881223.fits,0.088750399,FALSE
587731512083611881.fits,0.099330519,FALSE
587731512084004993.fits,0.121474143,FALSE
587731512618582199.fits,0.111070082,FALSE
587731513143066727.fits,0.105481493,FALSE
587731513151193232.fits,0.099087885,FALSE
587731513683869953.fits,0.121307941,FALSE
587731520667386059.fits,0.096633184,FALSE
587731522272166235.fits,0.102889623,FALSE
587731522285600858.fits,0.071386758,FALSE
587731522815459462.fits,0.059825212,FALSE
587731522822471800.fits,0.133553398,FALSE
587731679047319713.fits,0.083233128,FALSE
587731680112148802.fits,0.284719507,FALSE
587731680113852706.fits,0.086262779,FALSE
587731680649740495.fits,0.118236047,FALSE
587731680659767413.fits,0.106571489,FALSE
587731868013887593.fits,0.090260433,FALSE
587731868022800561.fits,0.143934533,FALSE
587731868023849126.fits,0.136213846,FALSE
587731868560720022.fits,0.257531049,FALSE
587731868561178759.fits,0.099974916,FALSE
587731869092085971.fits,0.094145661,FALSE
587731869093068978.fits,0.077202253,FALSE
587731869094117578.fits,0.292770116,FALSE
587731869624500377.fits,0.087383349,FALSE
587731870168711299.fits,0.048547644,FALSE
587731870169956561.fits,0.087266723,FALSE
587731870170218605.fits,0.095867932,FALSE
587731870705647772.fits,0.108337242,FALSE
587731872850313581.fits,0.078526712,FALSE
587731872850379144.fits,0.108332711,FALSE
587731873388167445.fits,0.077696153,FALSE
587731873923662220.fits,0.11252077,FALSE
587731874459746570.fits,0.115606159,FALSE
587731886814331088.fits,0.104505241,FALSE
587731887350284565.fits,0.354441706,FALSE
587731889503076508.fits,0.060345245,FALSE
587731890576621697.fits,0.102733873,FALSE
587731890581078085.fits,0.062087393,FALSE
587731891650494555.fits,0.14110864,FALSE
587731891653705861.fits,0.094149009,FALSE
587731892186513539.fits,0.084139225,FALSE
587732048413392976.fits,0.109120369,FALSE
587732050015355022.fits,0.089060396,FALSE
587732050020532273.fits,0.350099505,FALSE
587732050557206625.fits,0.169814778,FALSE
587732053780463862.fits,0.103006007,FALSE
587732053782691985.fits,0.096562514,FALSE
587732054850797749.fits,0.277997643,FALSE
587732054853026069.fits,0.15286706,FALSE
587732054853288157.fits,0.088262419,FALSE
587732054854598870.fits,0.098150229,FALSE
587732134308085921.fits,0.097229471,FALSE
587732134313722038.fits,0.109579297,FALSE
587732134849282165.fits,0.076294514,FALSE
587732135380910190.fits,0.060061674,FALSE
587732135384252538.fits,0.222347565,FALSE
587732135916011683.fits,0.351303227,FALSE
587732135922696246.fits,0.077828427,FALSE
587732136992440430.fits,0.068027267,FALSE
587732136994996302.fits,0.090741615,FALSE
587732153103089782.fits,0.11227564,FALSE
587732153104793730.fits,0.228202005,FALSE
587732153106366590.fits,0.106431683,FALSE
587732153641271413.fits,0.068060538,FALSE
587732154176241785.fits,0.121048685,FALSE
587732156314747278.fits,0.206888541,FALSE
587732156851225096.fits,0.089000268,FALSE
587732157391700226.fits,0.076968886,FALSE
587732157926211997.fits,0.063300933,FALSE
587732470382985656.fits,0.121249064,FALSE
587732470386327690.fits,0.121031436,FALSE
587732471456661713.fits,0.094605483,FALSE
587732471462691049.fits,0.137315345,FALSE
587732482197946494.fits,0.205317978,FALSE
587732482204369001.fits,0.268605191,FALSE
587732482205220899.fits,0.12929167,FALSE
587732482221342843.fits,0.095264092,FALSE
587732482747859097.fits,0.06938426,FALSE
587732483284926482.fits,0.334211949,FALSE
587732483300130856.fits,0.100908634,FALSE
587732483806986474.fits,0.084458363,FALSE
587732483820093568.fits,0.232512284,FALSE
587732484343922940.fits,0.094189923,FALSE
587732484346937562.fits,0.137232043,FALSE
587732484357095596.fits,0.093221824,FALSE
587732484358602878.fits,0.084956842,FALSE
587732484358733969.fits,0.128243243,FALSE
587732484360372410.fits,0.219472497,FALSE
587732484362600657.fits,0.070012784,FALSE
587732484892524551.fits,0.120589537,FALSE
587732484892786865.fits,0.070122203,FALSE
587732484896522394.fits,0.116446887,FALSE
587732484898029737.fits,0.080542773,FALSE
587732484901896239.fits,0.184871988,FALSE
587732577231044847.fits,0.126339101,FALSE
587732577762672969.fits,0.097168755,FALSE
587732577765621926.fits,0.073228824,FALSE
587732577774534817.fits,0.072989206,FALSE
587732578297643377.fits,0.075911452,FALSE
587732578301116651.fits,0.076478517,FALSE
587732578303541525.fits,0.110325109,FALSE
587732578312257669.fits,0.08508382,FALSE
587732578834448621.fits,0.229849024,FALSE
587732578842575102.fits,0.095618431,FALSE
587732578849390733.fits,0.138262829,FALSE
587732580979638433.fits,0.074529209,FALSE
587732582053576876.fits,0.085897339,FALSE
587732582053970105.fits,0.099540055,FALSE
587732583125418310.fits,0.106942695,FALSE
587732583127056470.fits,0.188189864,FALSE
587732583130136762.fits,0.249293339,FALSE
587732583130202170.fits,0.338228449,FALSE
587732583665041503.fits,0.050976384,FALSE
587732583667466413.fits,0.152063794,FALSE
587732589567934580.fits,0.140129552,FALSE
587732590105526466.fits,0.06873596,FALSE
587732590642069708.fits,0.090578475,FALSE
587732590645870690.fits,0.100046607,FALSE
587732591715287151.fits,0.103768076,FALSE
587732591715811429.fits,0.109586913,FALSE
587732591720267977.fits,0.075954269,FALSE
587732591720792230.fits,0.114655872,FALSE
587732592253272191.fits,0.107299448,FALSE
587732701256351887.fits,0.132647852,FALSE
587732701781426383.fits,0.078934072,FALSE
587732702316462096.fits,0.121492519,FALSE
587732702323605674.fits,0.089647596,FALSE
587732702336123030.fits,0.079424531,FALSE
587732702872600767.fits,0.13711552,FALSE
587732702872797413.fits,0.065305598,FALSE
587732703396954221.fits,0.190046865,FALSE
587732703405867170.fits,0.084664592,FALSE
587732703408881794.fits,0.111932602,FALSE
587732703941492951.fits,0.135440441,FALSE
587732769978384512.fits,0.113677059,FALSE
587732769980350628.fits,0.087699972,FALSE
587732769984807089.fits,0.064195096,FALSE
587732769988018347.fits,0.048836285,FALSE
587732770502082699.fits,0.075586452,FALSE
587732770512306319.fits,0.075070344,FALSE
587732770523316403.fits,0.164112925,FALSE
587732771034431733.fits,0.23976617,FALSE
587732771047866470.fits,0.199715429,FALSE
587732771047866525.fits,0.064101343,FALSE
587732771049767123.fits,0.138193348,FALSE
587732771061891224.fits,0.113606971,FALSE
587732771569991971.fits,0.063912013,FALSE
587732771571761304.fits,0.107575381,FALSE
587732771587096661.fits,0.101511233,FALSE
587732771852058697.fits,0.19510996,FALSE
587732772123705457.fits,0.069947434,FALSE
587732772128751648.fits,0.093540273,FALSE
587732772129210459.fits,0.183750764,FALSE
587732772659855450.fits,0.079591025,FALSE
587732772663984234.fits,0.069203161,FALSE
587732772664508534.fits,0.189308254,FALSE
587732772672176302.fits,0.133790337,FALSE
587733079197024378.fits,0.098986095,FALSE
587733079208165568.fits,0.110352321,FALSE
587733079736451150.fits,0.134470097,FALSE
587733079737041011.fits,0.061949518,FALSE
587733079738876045.fits,0.324587866,FALSE
587733079740842177.fits,0.066572614,FALSE
587733080268406885.fits,0.084311637,FALSE
587733080273322124.fits,0.157640245,FALSE
587733080273649670.fits,0.136738805,FALSE
587733080277057618.fits,0.070029045,FALSE
587733080809603181.fits,0.148082843,FALSE
587733080810979457.fits,0.103969707,FALSE
587733080811045043.fits,0.135540322,FALSE
587733080819368121.fits,0.082541551,FALSE
587733081347194982.fits,0.072514709,FALSE
587733081350930550.fits,0.110725897,FALSE
587733081352503392.fits,0.265811782,FALSE
587733081877708899.fits,0.189402892,FALSE
587733081887670354.fits,0.107839656,FALSE
587733195696570470.fits,0.095468389,FALSE
587733196234096696.fits,0.329137531,FALSE
587733196770705509.fits,0.131963759,FALSE
587733397560164521.fits,0.069197977,FALSE
587733397572616246.fits,0.063074053,FALSE
587733397573861610.fits,0.094555763,FALSE
587733397574517025.fits,0.100258053,FALSE
587733398104178865.fits,0.116411179,FALSE
587733398110863579.fits,0.147672286,FALSE
587733398114468041.fits,0.08656884,FALSE
587733398642819217.fits,0.08377541,FALSE
587733398646882505.fits,0.083871175,FALSE
587733399179427989.fits,0.102081835,FALSE
587733399179428002.fits,0.373806954,FALSE
587733399708041380.fits,0.136988786,FALSE
587733399709089935.fits,0.102631208,FALSE
587733399711449219.fits,0.095915166,FALSE
587733399717478610.fits,0.104690494,FALSE
587733410979512402.fits,0.081637229,FALSE
587733410986983615.fits,0.064101208,FALSE
587733410993799412.fits,0.198025313,FALSE
587733411527524551.fits,0.081432103,FALSE
587733411530670391.fits,0.174637125,FALSE
587733412053057774.fits,0.096321498,FALSE
587733412062756987.fits,0.166154146,FALSE
587733424405872693.fits,0.065108271,FALSE
587733427089637507.fits,0.0737401,FALSE
587733428160168057.fits,0.095611482,FALSE
587733428161806474.fits,0.089119179,FALSE
587733428162068618.fits,0.166705856,FALSE
587733428697694296.fits,0.085237581,FALSE
587733429233909867.fits,0.11548633,FALSE
587733429771174040.fits,0.187787183,FALSE
587733429774057590.fits,0.096105311,FALSE
587733432456511772.fits,0.106169758,FALSE
587733432461295944.fits,0.064690818,FALSE
587733432998297780.fits,0.093318676,FALSE
587733440512590141.fits,0.150242177,FALSE
587733441044873406.fits,0.121191163,FALSE
587733441585152197.fits,0.114682089,FALSE
587733442656010535.fits,0.156310637,FALSE
587733603720429766.fits,0.160881498,FALSE
587733604257038512.fits,0.12496357,FALSE
587733604263985264.fits,0.095426063,FALSE
587733604264968492.fits,0.113165588,FALSE
587733604266803278.fits,0.116836502,FALSE
587733605333270699.fits,0.073126651,FALSE
587733605341462786.fits,0.062417407,FALSE
587733605342773350.fits,0.116028613,FALSE
587733605867847888.fits,0.133111851,FALSE
587733608553971894.fits,0.062543452,FALSE
587733608557707545.fits,0.128370617,FALSE
587733609624305725.fits,0.089567223,FALSE
587733610162618555.fits,0.083519725,FALSE
587734303805407664.fits,0.215874445,FALSE
587734304882098403.fits,0.105324742,FALSE
587734621101490272.fits,0.076998068,FALSE
587734621629513866.fits,0.378370492,FALSE
587734621637968038.fits,0.162690771,FALSE
587734621640982702.fits,0.102212203,FALSE
587734622178181313.fits,0.187023887,FALSE
587734622698471794.fits,0.112514163,FALSE
587734622704042245.fits,0.184239751,FALSE
587734622710792236.fits,0.319144379,FALSE
587734623241896160.fits,0.06656996,FALSE
587734623246352408.fits,0.385283172,FALSE
587734623247728755.fits,0.073739595,FALSE
587734690352988348.fits,0.104973515,FALSE
587734840667603337.fits,0.09069431,FALSE
587734841741672894.fits,0.210247087,FALSE
587734861611204737.fits,0.171248914,FALSE
587734891675189428.fits,0.128686841,FALSE
587734891675648091.fits,0.068297889,FALSE
587734891679645796.fits,0.144135661,FALSE
587734892214091846.fits,0.101650823,FALSE
587734892214878326.fits,0.08527662,FALSE
587734892751159412.fits,0.084289176,FALSE
587734892751159424.fits,0.102179646,FALSE
587734892754894900.fits,0.082898843,FALSE
587734893284884556.fits,0.274931214,FALSE
587734893288751224.fits,0.147383762,FALSE
587734893820379279.fits,0.105330928,FALSE
587734893826408555.fits,0.098914835,FALSE
587734894358757531.fits,0.124082451,FALSE
587734894362558587.fits,0.100527237,FALSE
587734894364459130.fits,0.218653896,FALSE
587734948051615982.fits,0.117716567,FALSE
587734948052467919.fits,0.143483749,FALSE
587734948593467533.fits,0.101404008,FALSE
587734948593729721.fits,0.064577961,FALSE
587734948594319486.fits,0.114674199,FALSE
587734948594450572.fits,0.09628892,FALSE
587734949121163505.fits,0.081885331,FALSE
587734949125751075.fits,0.155244892,FALSE
587734949654495272.fits,0.325723551,FALSE
587734949658165580.fits,0.120805117,FALSE
587734949665505393.fits,0.099596938,FALSE
587734949670158457.fits,0.105201331,FALSE
587735042539061488.fits,0.175382129,FALSE
587735042541748414.fits,0.08518158,FALSE
587735043081175237.fits,0.088938301,FALSE
587735043610378404.fits,0.110033754,FALSE
587735043611361414.fits,0.077186742,FALSE
587735044142727608.fits,0.116883117,FALSE
587735044146463106.fits,0.079334182,FALSE
587735044151836802.fits,0.062143128,FALSE
