Galaxy_name,Asymmetry,Detections
587735236882858280.fits,0.088888345,FALSE
587735240636760212.fits,0.188741759,FALSE
587735241172844868.fits,0.07819473,FALSE
587735241175924953.fits,0.061221895,FALSE
587735241715417231.fits,0.085585351,FALSE
587735343185199382.fits,0.33627244,FALSE
587735343722594607.fits,0.110874571,FALSE
587735344262283528.fits,0.064695166,FALSE
587735344795418897.fits,0.140755682,FALSE
587735344800464971.fits,0.113102283,FALSE
587735347490193688.fits,0.099022422,FALSE
587735347494125765.fits,0.080339959,FALSE
587735347495174233.fits,0.099792783,FALSE
587735347497861274.fits,0.146806671,FALSE
587735348013236407.fits,0.165147936,FALSE
587735348018938100.fits,0.08422676,FALSE
587735348023132347.fits,0.088154025,FALSE
587735348032700650.fits,0.065004245,FALSE
587735348038008916.fits,0.063498702,FALSE
587735348548206871.fits,0.286439568,FALSE
587735348550566263.fits,0.147659476,FALSE
587735349099102478.fits,0.104949014,FALSE
587735430155534486.fits,0.057942207,FALSE
587735430156910851.fits,0.102451233,FALSE
587735430690242734.fits,0.062710104,FALSE
587735430693585048.fits,0.091619735,FALSE
587735489209827414.fits,0.158960382,FALSE
587735489214218372.fits,0.09172469,FALSE
587735660478005389.fits,0.24564408,FALSE
587735660479184982.fits,0.075087187,FALSE
587735661014024319.fits,0.231298783,FALSE
587735661549650109.fits,0.104173694,FALSE
587735662081933499.fits,0.075658109,FALSE
587735662082064633.fits,0.076747038,FALSE
587735663160787088.fits,0.082429414,FALSE
587735663163998330.fits,0.078477351,FALSE
587735664769040533.fits,0.086804017,FALSE
587735664773431424.fits,0.089678091,FALSE
587735665312399516.fits,0.119749014,FALSE
587735665320984985.fits,0.090475322,FALSE
587735665849270387.fits,0.141494756,FALSE
587735665849270661.fits,0.129833564,FALSE
587735666383126669.fits,0.118850349,FALSE
587735666389811413.fits,0.091010267,FALSE
587735666913968307.fits,0.115294416,FALSE
587735667449397464.fits,0.092216082,FALSE
587735694832042089.fits,0.088321912,FALSE
587735694833418331.fits,0.075181931,FALSE
587735694837809275.fits,0.080349112,FALSE
587735694842855536.fits,0.114340731,FALSE
587735695369633887.fits,0.080790404,FALSE
587735695376253029.fits,0.069902175,FALSE
587735695904669790.fits,0.155758677,FALSE
587735695905390830.fits,0.123886434,FALSE
587735695905718411.fits,0.091314325,FALSE
587735695912009805.fits,0.240047903,FALSE
587735696443310211.fits,0.083296529,FALSE
587735696452091997.fits,0.115569784,FALSE
587735696980312161.fits,0.103351152,FALSE
587735696981229723.fits,0.082056838,FALSE
587735696987062345.fits,0.361951262,FALSE
587735742621352325.fits,0.087224727,FALSE
587735743152783581.fits,0.08711733,FALSE
587735743688802706.fits,0.098812889,FALSE
587735743692996864.fits,0.229632426,FALSE
587735744226787591.fits,0.125780923,FALSE
587735744226984112.fits,0.117593723,FALSE
587735744227704946.fits,0.090405605,FALSE
587736477055254640.fits,0.097885009,FALSE
587736477056827490.fits,0.086539173,FALSE
587736477057941753.fits,0.096483651,FALSE
587736477589045430.fits,0.076726606,FALSE
587736477592649757.fits,0.081599591,FALSE
587736477593239819.fits,0.339719704,FALSE
587736477594485005.fits,0.073180553,FALSE
587736477595467899.fits,0.175845357,FALSE
587736477602808323.fits,0.124292036,FALSE
587736478126178505.fits,0.068915994,FALSE
587736478131225003.fits,0.111441335,FALSE
587736478663770333.fits,0.113301827,FALSE
587736478667178174.fits,0.118282357,FALSE
587736478668816447.fits,0.103645466,FALSE
587736479197233320.fits,0.0879131,FALSE
587736523760206011.fits,0.064652418,FALSE
587736523760730333.fits,0.264745603,FALSE
587736523762434305.fits,0.072331208,FALSE
587736523764269197.fits,0.055171126,FALSE
587736525370622204.fits,0.065859964,FALSE
587736541493395971.fits,0.102097729,FALSE
587736542019453087.fits,0.111812486,FALSE
587736542024237358.fits,0.100779655,FALSE
587736542029480309.fits,0.103140288,FALSE
587736542549573849.fits,0.113745231,FALSE
587736542550687933.fits,0.095253591,FALSE
587736543087493301.fits,0.131712254,FALSE
587736543090376990.fits,0.112270059,FALSE
587736543098372419.fits,0.096485681,FALSE
587736543098568872.fits,0.090828171,FALSE
587736543102304631.fits,0.072382231,FALSE
587736545775911200.fits,0.283390678,FALSE
587736545776107634.fits,0.054301625,FALSE
587736546311536955.fits,0.146139411,FALSE
587736546847949173.fits,0.085088337,FALSE
587736547385540944.fits,0.114455826,FALSE
587736547386851813.fits,0.073264377,FALSE
587736584425439368.fits,0.070317598,FALSE
587736584434811176.fits,0.094046227,FALSE
587736584437104991.fits,0.103400598,FALSE
587736584969191709.fits,0.163622803,FALSE
587736584971550952.fits,0.149355837,FALSE
587736584972009522.fits,0.226112913,FALSE
587736584977383848.fits,0.12920014,FALSE
587736585498132648.fits,0.095071703,FALSE
587736585506128108.fits,0.116104685,FALSE
587736585508946093.fits,0.12848901,FALSE
587736585509405032.fits,0.107005713,FALSE
587736585515237906.fits,0.072856455,FALSE
587736585517466174.fits,0.121491487,FALSE
587736586035003415.fits,0.144831939,FALSE
587736586044899499.fits,0.10628689,FALSE
587736586046734608.fits,0.101817106,FALSE
587736586048241886.fits,0.136104825,FALSE
587736586052633016.fits,0.123840205,FALSE
587736586581836070.fits,0.086161491,FALSE
587736618783277182.fits,0.323273814,FALSE
587736618785374406.fits,0.06783461,FALSE
587736618786226318.fits,0.229885632,FALSE
587736618788716783.fits,0.092817819,FALSE
587736618791993825.fits,0.199959775,FALSE
587736619322769501.fits,0.286381223,FALSE
587736619323162880.fits,0.140698611,FALSE
587736619323883796.fits,0.103706382,FALSE
587736619327029409.fits,0.1205194,FALSE
587736619863310689.fits,0.113560206,FALSE
587736619864555673.fits,0.08838382,FALSE
587736620397691161.fits,0.091465428,FALSE
587736620402344326.fits,0.104517109,FALSE
587736751930867880.fits,0.173202298,FALSE
587736752474358336.fits,0.163208155,FALSE
587736752475931483.fits,0.153006681,FALSE
587736753003495589.fits,0.060815949,FALSE
587736753005134072.fits,0.112683033,FALSE
587736753540104281.fits,0.120071644,FALSE
587736753544757344.fits,0.141241092,FALSE
587736753545150667.fits,0.096064445,FALSE
587736753546527083.fits,0.120215756,FALSE
587736781997801647.fits,0.084537257,FALSE
587736781998194963.fits,0.0971834,FALSE
587736802934325354.fits,0.11145955,FALSE
587736805081874513.fits,0.114032257,FALSE
587736807761772733.fits,0.065110746,FALSE
587736807766098073.fits,0.077680672,FALSE
587736807771996377.fits,0.074455948,FALSE
587736808302641390.fits,0.0601334,FALSE
587736809376383110.fits,0.083894772,FALSE
587736809912270949.fits,0.105105448,FALSE
587736809916006625.fits,0.151999209,FALSE
587736809919348921.fits,0.097385713,FALSE
587736813135462839.fits,0.117674622,FALSE
587736897965261116.fits,0.074815788,FALSE
587736899039002706.fits,0.128852668,FALSE
587736899576856800.fits,0.079435825,FALSE
587736899576987995.fits,0.118212531,FALSE
587736915137659042.fits,0.110260187,FALSE
587736915140477211.fits,0.088935677,FALSE
587736915140477220.fits,0.100911139,FALSE
587736915142181153.fits,0.10918457,FALSE
587736915147292972.fits,0.126975205,FALSE
587736915149324848.fits,0.08366637,FALSE
587736915150503983.fits,0.090969662,FALSE
587736915683705123.fits,0.063201993,FALSE
587736915684688342.fits,0.11163385,FALSE
587736915688423911.fits,0.149433476,FALSE
587736916217954537.fits,0.100961894,FALSE
587736916221297158.fits,0.176969829,FALSE
587736916222607756.fits,0.077218948,FALSE
587736916752728231.fits,0.169196911,FALSE
587736916753449046.fits,0.099286498,FALSE
587736916762231163.fits,0.089596584,FALSE
587736919436099731.fits,0.088433693,FALSE
587736919968252143.fits,0.144384493,FALSE
587736919970677090.fits,0.255442541,FALSE
587736919971725791.fits,0.107029242,FALSE
587736919976509754.fits,0.107094557,FALSE
587736920508399898.fits,0.14146995,FALSE
587736920509251921.fits,0.179968528,FALSE
587736920513511847.fits,0.119630725,FALSE
587736921043435811.fits,0.160856577,FALSE
587736940371378321.fits,0.115964956,FALSE
587736940377276651.fits,0.1544551,FALSE
587736940911591628.fits,0.078849743,FALSE
587736941449183456.fits,0.101383267,FALSE
587736941449379858.fits,0.28735104,FALSE
587736941981925605.fits,0.081382096,FALSE
587736941990641925.fits,0.117275925,FALSE
587736941993328984.fits,0.088874848,FALSE
587736942521549010.fits,0.089865732,FALSE
587736942528889013.fits,0.125397981,FALSE
587736942529740846.fits,0.066798323,FALSE
587736975536947388.fits,0.199380292,FALSE
587736975808987289.fits,0.161667216,FALSE
587736976345727381.fits,0.072577787,FALSE
587736976349266186.fits,0.191371349,FALSE
587736976352936007.fits,0.357521222,FALSE
587736976880369881.fits,0.150032721,FALSE
587736976882794768.fits,0.076963141,FALSE
587736977419862201.fits,0.099480509,FALSE
587737808501211272.fits,0.334270498,FALSE
587737809027007022.fits,0.224959217,FALSE
587737809027138031.fits,0.099470934,FALSE
587737809027531164.fits,0.185937202,FALSE
587737809577312357.fits,0.099638415,FALSE
587737810110578861.fits,0.066291509,FALSE
587737810640109852.fits,0.156132573,FALSE
587737825144078494.fits,0.091240703,FALSE
587737825677869309.fits,0.134049953,FALSE
587737825680425083.fits,0.127871689,FALSE
587737826215592103.fits,0.088860302,FALSE
587737827282518264.fits,0.099399447,FALSE
587737827283304789.fits,0.099366816,FALSE
587738065665261712.fits,0.08864087,FALSE
587738066192236788.fits,0.082736155,FALSE
587738066197938338.fits,0.088458465,FALSE
587738067264733546.fits,0.186036674,FALSE
587738067265716573.fits,0.128780054,FALSE
587738195036209457.fits,0.097584119,FALSE
587738195046170771.fits,0.063776687,FALSE
587738196113686666.fits,0.24322231,FALSE
587738196651540694.fits,0.073724274,FALSE
587738196657111251.fits,0.133825084,FALSE
587738371669426674.fits,0.072848628,FALSE
587738372209050012.fits,0.233921374,FALSE
587738372741923267.fits,0.099857872,FALSE
587738372745527599.fits,0.161361377,FALSE
587738409253929083.fits,0.085551482,FALSE
587738409255698612.fits,0.105342881,FALSE
587738410322821224.fits,0.091247172,FALSE
587738410333044931.fits,0.087103081,FALSE
587738410335142007.fits,0.080418157,FALSE
587738411406524568.fits,0.086396094,FALSE
587738564405428821.fits,0.06799538,FALSE
587738566018072927.fits,0.195371222,FALSE
587738568166473878.fits,0.097936658,FALSE
587738568702951620.fits,0.100212085,FALSE
587738569237004459.fits,0.144536599,FALSE
587738569239429297.fits,0.077329091,FALSE
587738569241133154.fits,0.080663795,FALSE
587738569778331779.fits,0.093434126,FALSE
587738569778593991.fits,0.072647537,FALSE
587738570317299880.fits,0.138902465,FALSE
587738570319986831.fits,0.199712795,FALSE
587738570323460190.fits,0.144922649,FALSE
587738570324181258.fits,0.045775771,FALSE
587738570852991144.fits,0.135793041,FALSE
587738570853515373.fits,0.10959558,FALSE
587738572460523659.fits,0.078516107,FALSE
587738572996280505.fits,0.057018008,FALSE
587738572997656691.fits,0.189607368,FALSE
587738574070284476.fits,0.352467813,FALSE
587738574071791749.fits,0.088694054,FALSE
587738574606500077.fits,0.095294552,FALSE
587738574608203830.fits,0.111240821,FALSE
587738575144485047.fits,0.079545455,FALSE
587738615949820068.fits,0.109001226,FALSE
587738615952638068.fits,0.067218255,FALSE
587738616489640058.fits,0.061584931,FALSE
587738618097631389.fits,0.093705718,FALSE
587738618101497950.fits,0.091040393,FALSE
587738946134343795.fits,0.166432486,FALSE
587738946659549604.fits,0.109402768,FALSE
587738946662957307.fits,0.10005018,FALSE
587738946663219419.fits,0.116705391,FALSE
587738946677047446.fits,0.104222388,FALSE
587738946678423671.fits,0.229562974,FALSE
587738947199238403.fits,0.109975162,FALSE
587738947204088013.fits,0.083450003,FALSE
587738947731456383.fits,0.075910056,FALSE
587738947733094738.fits,0.086668493,FALSE
587738947738403020.fits,0.077699455,FALSE
587738948275273918.fits,0.075803179,FALSE
587738948283727941.fits,0.15202307,FALSE
587738948284973287.fits,0.132939769,FALSE
587738948289036502.fits,0.159184453,FALSE
587738950416465958.fits,0.236035859,FALSE
587738952031797413.fits,0.066822151,FALSE
587738952032125108.fits,0.103260772,FALSE
587738952292696129.fits,0.13996764,FALSE
587739096451645532.fits,0.078175525,FALSE
587739096452038784.fits,0.084977176,FALSE
587739096453021751.fits,0.096636082,FALSE
587739096985698388.fits,0.09681177,FALSE
587739097523617929.fits,0.065631389,FALSE
587739097525125236.fits,0.128604912,FALSE
587739097531285620.fits,0.068028512,FALSE
587739098057015416.fits,0.087747957,FALSE
587739098063372396.fits,0.10157393,FALSE
587739098068877391.fits,0.096259306,FALSE
587739098592772131.fits,0.084906846,FALSE
587739098599456819.fits,0.063089855,FALSE
587739114168582209.fits,0.150396788,FALSE
587739114706829525.fits,0.134724225,FALSE
587739115242258660.fits,0.0989054,FALSE
587739130815316138.fits,0.120676846,FALSE
587739131348582565.fits,0.277284481,FALSE
587739131351728672.fits,0.173930611,FALSE
587739132427043066.fits,0.103596228,FALSE
587739132958015678.fits,0.095000213,FALSE
587739132962275687.fits,0.060586569,FALSE
587739132965552374.fits,0.1253551,FALSE
587739153358520549.fits,0.127657895,FALSE
587739153890738531.fits,0.10524523,FALSE
587739158720217203.fits,0.207547553,FALSE
587739166238179605.fits,0.128394634,FALSE
587739295087067245.fits,0.102630824,FALSE
587739303149568135.fits,0.09599688,FALSE
587739303681786089.fits,0.087668287,FALSE
587739303685718126.fits,0.142680156,FALSE
587739304216035436.fits,0.081003743,FALSE
587739304218460306.fits,0.115112116,FALSE
587739304750088309.fits,0.079098486,FALSE
587739304752054391.fits,0.134766007,FALSE
587739304754741387.fits,0.078807437,FALSE
587739304755986527.fits,0.184555488,FALSE
587739305286369348.fits,0.064642631,FALSE
587739305290563622.fits,0.201087923,FALSE
587739305291808941.fits,0.111126064,FALSE
587739376154837537.fits,0.301382146,FALSE
587739376161128661.fits,0.153627774,FALSE
587739376163160250.fits,0.150428393,FALSE
587739376165257403.fits,0.094163016,FALSE
587739376171942023.fits,0.095395827,FALSE
587739376701603999.fits,0.078825873,FALSE
587739376706977865.fits,0.136333609,FALSE
587739376708092021.fits,0.060029888,FALSE
587739379917520976.fits,0.07500317,FALSE
587739379920208077.fits,0.165094164,FALSE
587739380461404399.fits,0.187928297,FALSE
587739380985430184.fits,0.077182448,FALSE
587739380992180428.fits,0.105966626,FALSE
587739381528592549.fits,0.08591851,FALSE
587739381532066052.fits,0.123891174,FALSE
587739382063104145.fits,0.33752112,FALSE
587739384743133434.fits,0.093575689,FALSE
587739405706264639.fits,0.09113713,FALSE
587739405706395908.fits,0.078992863,FALSE
587739406261092632.fits,0.071628426,FALSE
587739406756217278.fits,0.29114113,FALSE
587739406781776017.fits,0.072002839,FALSE
587739406793637929.fits,0.095174822,FALSE
587739406801961158.fits,0.223647929,FALSE
587739407293612363.fits,0.132205807,FALSE
587739407301935235.fits,0.110473629,FALSE
587739407302197375.fits,0.091710435,FALSE
587739407326249101.fits,0.073284728,FALSE
587739407326380155.fits,0.076118218,FALSE
587739407326576836.fits,0.069428698,FALSE
587739407335948456.fits,0.124040635,FALSE
587739407337914579.fits,0.098731246,FALSE
587739407835988201.fits,0.09191418,FALSE
587739407851716812.fits,0.105557582,FALSE
587739408389308533.fits,0.112039971,FALSE
587739408408707222.fits,0.083878624,FALSE
587739457759215793.fits,0.109810843,FALSE
587739457763737821.fits,0.077020837,FALSE
587739458294841468.fits,0.06400068,FALSE
587739458301460627.fits,0.110419888,FALSE
587739458832826518.fits,0.089594294,FALSE
587739458837938315.fits,0.16256566,FALSE
587739459372122316.fits,0.097742337,FALSE
587739504474259580.fits,0.181663715,FALSE
587739504478126208.fits,0.095121343,FALSE
587739505006215206.fits,0.103306808,FALSE
587739505010737255.fits,0.079429757,FALSE
587739505012506701.fits,0.118677897,FALSE
587739505549312151.fits,0.101814971,FALSE
587739505549312164.fits,0.132109774,FALSE
587739506625019969.fits,0.054873419,FALSE
587739507159990339.fits,0.329966094,FALSE
587739507160187002.fits,0.076311592,FALSE
587739607555571748.fits,0.103500781,FALSE
587739607564353665.fits,0.090545932,FALSE
587739608627478641.fits,0.070537317,FALSE
587739608628461665.fits,0.156577837,FALSE
587739608638161050.fits,0.067660353,FALSE
587739609157599253.fits,0.107967182,FALSE
587739609170182345.fits,0.080318329,FALSE
587739609176998109.fits,0.088909757,FALSE
587739609699844211.fits,0.137172196,FALSE
587739609702924373.fits,0.294865554,FALSE
587739609708167272.fits,0.087544595,FALSE
587739609713737789.fits,0.117886918,FALSE
587739629559152806.fits,0.071892885,FALSE
587739630095106139.fits,0.069090432,FALSE
587739646199660691.fits,0.241863468,FALSE
587739646740660284.fits,0.10373224,FALSE
587739646742429736.fits,0.054963037,FALSE
587739646745051267.fits,0.07766036,FALSE
587739647273271463.fits,0.097608476,FALSE
587739647282053260.fits,0.105219342,FALSE
587739648355074222.fits,0.122698679,FALSE
587739648355205227.fits,0.125520592,FALSE
587739651029926014.fits,0.145514539,FALSE
587739651034055013.fits,0.150950045,FALSE
587739651571450068.fits,0.083915193,FALSE
587739706336084154.fits,0.075653663,FALSE
587739706341458110.fits,0.30369889,FALSE
587739706876690605.fits,0.071272421,FALSE
587739706878132325.fits,0.097077567,FALSE
587739706878328986.fits,0.081840859,FALSE
587739707409432643.fits,0.145161366,FALSE
587739707411529908.fits,0.078346516,FALSE
587739707421491323.fits,0.110914444,FALSE
587739707943878792.fits,0.108474597,FALSE
587739707945517251.fits,0.087245185,FALSE
587739707953774787.fits,0.08506505,FALSE
587739707957051710.fits,0.125984914,FALSE
587739709015130219.fits,0.134675253,FALSE
587739709017292916.fits,0.135058846,FALSE
587739709017292938.fits,0.083823128,FALSE
587739719224590447.fits,0.117664578,FALSE
587739719753728151.fits,0.112143526,FALSE
587739719756742752.fits,0.143805536,FALSE
587739719765721193.fits,0.055983862,FALSE
587739719767228559.fits,0.358052238,FALSE
587739720298332289.fits,0.068468945,FALSE
587739720299512029.fits,0.098244238,FALSE
587739720827797608.fits,0.077370968,FALSE
587739720829304960.fits,0.107935537,FALSE
587739720832581808.fits,0.367312766,FALSE
587739720834678935.fits,0.082421027,FALSE
587739720835399813.fits,0.176644815,FALSE
587739720846409933.fits,0.070724632,FALSE
587739721366634605.fits,0.092980266,FALSE
587739721368010884.fits,0.126866743,FALSE
587739721371680877.fits,0.075863392,FALSE
587739721378824418.fits,0.160844781,FALSE
587739721901211734.fits,0.069603489,FALSE
587739721906258085.fits,0.107230612,FALSE
587739809415692412.fits,0.222539358,FALSE
587739809963180352.fits,0.082727876,FALSE
587739810488779052.fits,0.085484401,FALSE
587739810489958786.fits,0.13146191,FALSE
587739810491203705.fits,0.112907269,FALSE
587739810492645657.fits,0.330680825,FALSE
587739810498674901.fits,0.170413071,FALSE
587739811020537945.fits,0.066778715,FALSE
587739811022241874.fits,0.117773722,FALSE
587739811025780890.fits,0.209387544,FALSE
587739811026370830.fits,0.230904079,FALSE
587739811036987918.fits,0.097538101,FALSE
587739811567435903.fits,0.083913121,FALSE
587739811569008886.fits,0.106832202,FALSE
587739814246547893.fits,0.111798386,FALSE
587739814779158754.fits,0.087873293,FALSE
587739815317864487.fits,0.117898376,FALSE
587739815850606751.fits,0.062251586,FALSE
587739815851589639.fits,0.130241657,FALSE
587739815854866672.fits,0.075249554,FALSE
587739815855325416.fits,0.112091681,FALSE
587739827128238261.fits,0.092993929,FALSE
587739827130400940.fits,0.111676002,FALSE
587739827132170458.fits,0.098816315,FALSE
587739827139117284.fits,0.134891318,FALSE
587739827661897842.fits,0.092618732,FALSE
587739827671335085.fits,0.127768728,FALSE
587739827676578075.fits,0.140296615,FALSE
587739827676971301.fits,0.09845851,FALSE
587739828205977788.fits,0.179618276,FALSE
587739828206633225.fits,0.073863012,FALSE
587739828207550647.fits,0.098197348,FALSE
587739828216201606.fits,0.04642517,FALSE
587739828738851010.fits,0.094796147,FALSE
587739828744749268.fits,0.092891913,FALSE
587739828746780877.fits,0.105752232,FALSE
587739828749730193.fits,0.073489472,FALSE
587739844309025013.fits,0.300402137,FALSE
587739844314267843.fits,0.085342158,FALSE
587739844314398956.fits,0.08111021,FALSE
587739844849565964.fits,0.072674198,FALSE
587739844850352377.fits,0.10442821,FALSE
587739844851597540.fits,0.070617194,FALSE
587739844860445045.fits,0.140387838,FALSE
587739845388271951.fits,0.066168705,FALSE
587739845388533950.fits,0.20938089,FALSE
587739845389451626.fits,0.131239697,FALSE
587739845395349825.fits,0.137780707,FALSE
587739845396988480.fits,0.097042341,FALSE
587739845918720048.fits,0.236823028,FALSE
587739845920948374.fits,0.069299625,FALSE
587739845921210538.fits,0.082765254,FALSE
587739845927501863.fits,0.100542425,FALSE
587739846457098444.fits,0.089070675,FALSE
587741387809620056.fits,0.164296247,FALSE
587741387811324329.fits,0.165993474,FALSE
587741389965819991.fits,0.084897194,FALSE
587741390492008718.fits,0.092312909,FALSE
587741391569092997.fits,0.106456704,FALSE
587741391572959521.fits,0.110894577,FALSE
587741420568117371.fits,0.130150305,FALSE
587741421099024781.fits,0.136540943,FALSE
587741421638451429.fits,0.212460842,FALSE
587741421640548521.fits,0.084971147,FALSE
587741421640810708.fits,0.110276387,FALSE
587741422174077197.fits,0.139055789,FALSE
587741422178664667.fits,0.097098446,FALSE
587741489290084478.fits,0.104929863,FALSE
587741489296244943.fits,0.08054881,FALSE
587741489301749907.fits,0.087910805,FALSE
587741490356158826.fits,0.140695535,FALSE
587741490359107704.fits,0.162140605,FALSE
587741490372280405.fits,0.075317083,FALSE
587741490372345947.fits,0.072643753,FALSE
587741490897092756.fits,0.090871074,FALSE
587741490914263281.fits,0.110172917,FALSE
587741491437633664.fits,0.135109011,FALSE
587741491438813257.fits,0.075491563,FALSE
587741531710816468.fits,0.095256884,FALSE
587741531718221957.fits,0.074734403,FALSE
587741532228944252.fits,0.180782783,FALSE
587741532244213848.fits,0.080925405,FALSE
587741532251029677.fits,0.102562917,FALSE
587741532767387936.fits,0.140222489,FALSE
587741532768567611.fits,0.10526117,FALSE
587741532775317632.fits,0.110481586,FALSE
587741532780691576.fits,0.075226087,FALSE
587741532791439464.fits,0.100995105,FALSE
587741532792684593.fits,0.15232358,FALSE
587741532792881282.fits,0.104945845,FALSE
587741533313892466.fits,0.067038231,FALSE
587741533317103850.fits,0.132585193,FALSE
587741533321625624.fits,0.089158929,FALSE
587741533325820202.fits,0.145665793,FALSE
587741533843882201.fits,0.070036406,FALSE
587741533858824292.fits,0.210797451,FALSE
587741533860397110.fits,0.097428723,FALSE
587741534390780021.fits,0.148870721,FALSE
587741600416792702.fits,0.162338791,FALSE
587741600423346288.fits,0.129157671,FALSE
587741600428523631.fits,0.084185571,FALSE
587741600949469248.fits,0.094550743,FALSE
587741600952025284.fits,0.089721513,FALSE
587741600953729119.fits,0.088779082,FALSE
587741600954187863.fits,0.082188084,FALSE
587741600954777737.fits,0.062919971,FALSE
587741600958841023.fits,0.16541057,FALSE
587741600960741470.fits,0.081142467,FALSE
587741600963297515.fits,0.113826675,FALSE
587741601497022750.fits,0.107501354,FALSE
587741602027339938.fits,0.114671771,FALSE
587741602027929793.fits,0.084679668,FALSE
587741602028453991.fits,0.061740928,FALSE
587741602034548891.fits,0.088266316,FALSE
587741602037956701.fits,0.106616508,FALSE
587741602568339580.fits,0.051268902,FALSE
587741602575614108.fits,0.103406482,FALSE
587741603105013881.fits,0.094295542,FALSE
587741707804082193.fits,0.201060109,FALSE
587741707807555788.fits,0.092762091,FALSE
587741707810373728.fits,0.082094949,FALSE
587741708331647121.fits,0.287571237,FALSE
587741708338200833.fits,0.110785002,FALSE
587741708340035833.fits,0.09976906,FALSE
587741708863865180.fits,0.078160162,FALSE
587741708879921260.fits,0.20146547,FALSE
587741708885622926.fits,0.074241263,FALSE
587741709406437553.fits,0.14317821,FALSE
587741709416792297.fits,0.160994702,FALSE
587741709420724366.fits,0.05989707,FALSE
587741709938983181.fits,0.057419836,FALSE
587741709939245182.fits,0.089049427,FALSE
587741709939966037.fits,0.087215442,FALSE
587741709944881307.fits,0.223521054,FALSE
587741709950451850.fits,0.093966626,FALSE
587741710492958793.fits,0.0565283,FALSE
587741721215893606.fits,0.144555796,FALSE
587741722284327044.fits,0.089879152,FALSE
587741722821132371.fits,0.082114916,FALSE
587741722825195653.fits,0.145487507,FALSE
587741723358265477.fits,0.14089686,FALSE
587741723359314007.fits,0.280313235,FALSE
587741724964028476.fits,0.110065485,FALSE
587741726045831309.fits,0.079831301,FALSE
587741726049108074.fits,0.17207837,FALSE
587741727379357878.fits,0.077253707,FALSE
587741727660114062.fits,0.05721057,FALSE
587741815713824931.fits,0.077661879,FALSE
587741816235491633.fits,0.092639704,FALSE
587741816241258734.fits,0.094786785,FALSE
587741816250892535.fits,0.103702703,FALSE
587741816251154448.fits,0.239921045,FALSE
587741816775377210.fits,0.123576134,FALSE
587741816782520525.fits,0.126938511,FALSE
587741817321816239.fits,0.182832497,FALSE
587741829117509811.fits,0.322204184,FALSE
587741830728843403.fits,0.099868662,FALSE
587742008973787446.fits,0.091574282,FALSE
587742009506791856.fits,0.096825465,FALSE
587742009508102509.fits,0.214150314,FALSE
587742012751282716.fits,0.290290117,FALSE
587742012758098104.fits,0.078487496,FALSE
587742012764520691.fits,0.220526917,FALSE
587742013272883337.fits,0.076246569,FALSE
587742013286973594.fits,0.098780836,FALSE
587742013293592710.fits,0.111979325,FALSE
587742013813555344.fits,0.057490759,FALSE
587742013825155088.fits,0.134013243,FALSE
587742014347935897.fits,0.078170398,FALSE
587742014353244249.fits,0.104136506,FALSE
587742014375919842.fits,0.07606571,FALSE
587742014885396585.fits,0.082996144,FALSE
587742014893981832.fits,0.072410045,FALSE
587742059995332769.fits,0.113326705,FALSE
587742060010668102.fits,0.208516168,FALSE
587742060523094113.fits,0.083095973,FALSE
587742060523487441.fits,0.075380447,FALSE
587742060531744839.fits,0.332411874,FALSE
587742060545310895.fits,0.06125204,FALSE
587742060546031754.fits,0.090155031,FALSE
587742060546490552.fits,0.086668004,FALSE
587742061050724655.fits,0.099705212,FALSE
587742061052363029.fits,0.073340321,FALSE
587742061058195542.fits,0.081994504,FALSE
587742061063110861.fits,0.121503048,FALSE
587742061064618148.fits,0.089954283,FALSE
587742061070844013.fits,0.14092125,FALSE
587742061077790811.fits,0.08891088,FALSE
587742061078642769.fits,0.083739704,FALSE
587742061090570424.fits,0.197545807,FALSE
587742061596180638.fits,0.075556855,FALSE
587742061606535350.fits,0.185338677,FALSE
587742061615775903.fits,0.130581537,FALSE
587742061625672005.fits,0.096972774,FALSE
587742062132068557.fits,0.087357969,FALSE
587742062137966645.fits,0.297514939,FALSE
587742062154678434.fits,0.11369981,FALSE
587742062169948500.fits,0.088565674,FALSE
587742062171521094.fits,0.384313448,FALSE
587742062663631107.fits,0.115367574,FALSE
587742062668873879.fits,0.167896668,FALSE
587742062679687305.fits,0.059859923,FALSE
587742062681325660.fits,0.054130574,FALSE
587742062688206994.fits,0.089173708,FALSE
587742062701248818.fits,0.093046424,FALSE
587742188827639925.fits,0.174688152,FALSE
587742188829147258.fits,0.057461811,FALSE
587742188830195903.fits,0.2693498,FALSE
587742189370736804.fits,0.158750269,FALSE
587742189370802321.fits,0.083965954,FALSE
587742189906034806.fits,0.107416062,FALSE
587742190446248155.fits,0.119913713,FALSE
587742190446313605.fits,0.113083787,FALSE
587742190988492959.fits,0.065469057,FALSE
587742191528181975.fits,0.113159714,FALSE
587742549603189005.fits,0.095964832,FALSE
587742549605548208.fits,0.071209915,FALSE
587742549605679252.fits,0.070791139,FALSE
587742549606006974.fits,0.073555041,FALSE
587742550134882465.fits,0.082384485,FALSE
587742550138421435.fits,0.126342052,FALSE
587742550138683495.fits,0.069751932,FALSE
587742550152643014.fits,0.069695168,FALSE
587742550156050877.fits,0.058748893,FALSE
587742550674636936.fits,0.108431492,FALSE
587742550674899066.fits,0.079033663,FALSE
587742550688792994.fits,0.062574792,FALSE
