Galaxy_name,Min_A_flux_180,detection
587736807227326537.fits,0.0988904645685106,False
587731680653082739.fits,0.12802619020740758,False
587742865282236588.fits,0.15516316787652867,False
588023669166243942.fits,0.12281665534550573,False
587741532227371512.fits,0.11485912647696632,False
587727212807586358.fits,0.0934148746115893,False
587733433531498739.fits,0.12204467611558892,False
587744729298567378.fits,0.12154087198933812,False
587732703394660562.fits,0.09029940456523422,False
587731512083284114.fits,0.05592922124852712,False
588018089466331211.fits,0.09581973326764248,False
587738565482250701.fits,0.481846338295534,False
587739706338377809.fits,0.05887774687858306,False
587725491064734076.fits,0.0963095313826742,False
587735348565377044.fits,0.10921558940703507,False
587729387686002906.fits,0.999979268858716,True
588017949886906508.fits,0.10366548683184353,False
587732482757492911.fits,0.08891202870201867,False
587725552275882143.fits,0.2733502576047003,False
587734949120573655.fits,0.07472049351270356,False
588017977799934155.fits,0.09334593032836414,False
588007004184641709.fits,0.15172421819536094,False
588017625610715144.fits,0.4133757931020047,False
588023720711684205.fits,0.10026081492150528,False
588017626155057383.fits,0.0413144709448181,False
587739827132760231.fits,0.11187201774472187,False
587741532257124516.fits,0.16788558476165014,False
587742061622329535.fits,0.08325748460455804,False
587727867260371161.fits,0.2858389346215472,False
587742903942053894.fits,0.1258516259650361,False
587746211325542576.fits,0.10204373985292714,False
588848899387883726.fits,0.0979753862814236,False
587732591720267939.fits,0.07767241379310345,False
587724233174810780.fits,0.15140202491562849,False
587732771581067429.fits,0.4298564751551444,False
587739457226342575.fits,0.08807142768113473,False
588011216989978743.fits,0.13424824193160242,False
587731499186258015.fits,0.08830775636089504,False
587727942422757497.fits,0.0936084970665827,False
588017977805177057.fits,0.07842684609104472,False
587728932421632199.fits,0.12602161298534847,False
587732469846901115.fits,0.13243680364202706,False
587742610270912782.fits,0.11676474584774907,False
587742567315144938.fits,0.24809320785913205,False
587742577531617461.fits,0.09503289559105901,False
587742576455778459.fits,0.0845353876683734,False
587739131341963453.fits,0.04451103720046981,False
587741708339904643.fits,0.2301466293455916,False
587741721210126414.fits,0.14826980390337804,False
588017978894647406.fits,0.08658418959265697,False
588013382738313403.fits,0.08758789665544511,False
587742576456106164.fits,0.10797597967510973,False
588017979414675577.fits,0.12617270084566595,False
587733604806820135.fits,0.07293967421314193,False
588013383277215885.fits,0.13491240833617688,False
587735349087502705.fits,0.07314142229396466,False
587741533848993929.fits,0.08103081256585029,False
587742061072941200.fits,0.06370649785812459,False
588010878755995758.fits,0.21697328337388888,False
587725773996884174.fits,0.10595839224399113,False
588017703458766973.fits,0.12559637292927148,False
587738409253404785.fits,0.08687877498272341,False
587736941987561677.fits,0.14751752197122303,False
587733603730587926.fits,0.1092537809194615,False
587739708491497658.fits,0.5633497255435153,False
587729971252428930.fits,0.06834154678602357,False
587727226230669463.fits,0.08984217113304664,False
587736942528692611.fits,0.1058082205655211,False
587738573532889406.fits,0.21253878998987302,False
588009368015601817.fits,0.09808041652218466,False
587738066724979110.fits,0.12039566976792447,False
588017570311045302.fits,0.07600103737830964,False
587735430691225636.fits,0.5356463811103679,True
587736921045336440.fits,0.12018344606295607,False
588017703467155595.fits,0.12926544910992582,False
587727882819797156.fits,0.1356159248680047,False
587742061070581911.fits,0.17323055454923592,False
587726032776790226.fits,0.04992808843360914,False
587736543101714811.fits,0.07806189274419158,False
588017604679827560.fits,0.05692845358264295,False
587739809959117235.fits,0.1702096151681804,False
587725816940986605.fits,0.1251926613584749,False
587730774951133327.fits,0.5116904305287407,False
587745244695756993.fits,0.08247477149046338,False
587742013284417620.fits,0.0984653038556294,False
587739810484191412.fits,0.07946858431348651,False
587736916753711335.fits,0.0814005214776716,False
588016839636746489.fits,0.11513551909523945,False
587731869631971438.fits,0.1308391140373884,False
587741533848731866.fits,0.08122539454735797,False
588023669173584110.fits,0.10588291465983896,False
587727231058903062.fits,0.09751675316256027,False
587729158968770743.fits,0.08165994798916214,False
587736898501607791.fits,0.15787627367036314,False
587727944563491040.fits,0.39799959917411226,True
587729970715361504.fits,0.09294985147000567,False
588017627772158127.fits,0.06784419441692828,False
587733080274239726.fits,0.11531851978829633,False
587736620396249358.fits,0.11080137866951906,False
587726031169388671.fits,0.07704797244809845,False
587728930796339714.fits,0.134745820191949,False
588297864181186634.fits,0.07544687280528249,False
588017704028405988.fits,0.09383970362267373,False
588017978348011701.fits,0.07332779886148008,False
587742611876610234.fits,0.11523234007084812,False
587726013995548794.fits,0.16529301279185046,False
587725818037403829.fits,0.1076047048352081,False
587722982819168409.fits,0.08136125742416223,False
587738372209574044.fits,0.1597636004475918,False
587739379919683810.fits,0.07692100066128939,False
588017627769733341.fits,0.10989133798700183,False
587736586575216802.fits,0.0838550512183349,False
587735348021690577.fits,0.12795617758879785,False
587739408384065683.fits,0.07353602726265182,False
587735347482329280.fits,0.0841208152799162,False
587732703397544132.fits,0.22114791755687535,False
587737808503701705.fits,0.2569806586595563,False
587739407337914623.fits,0.6909810234217602,False
588016841241264569.fits,0.10501630526575632,False
587730773888729317.fits,0.113970329164715,False
587725491063488609.fits,0.6124494186082212,False
587736976349331779.fits,0.12083313874748987,False
588011219671580852.fits,0.09304205492839364,False
588017603613622380.fits,0.14404116947175086,False
587726879417565454.fits,0.06608751158986279,False
588017712046866690.fits,0.09921108730379408,False
587741490888311479.fits,0.1434412449059192,False
587725992500134019.fits,0.8771915099970157,True
587738947209330824.fits,0.11185358415318973,False
587734949657641206.fits,0.08585923294443475,False
587735431227768954.fits,0.08459646652936012,False
587732578297119055.fits,0.053884832994233946,False
587732053236384087.fits,0.05820627657682419,False
587739407305670774.fits,0.0961828353457186,False
587739166776295775.fits,0.07183819510013417,False
587731869633544339.fits,0.0644909007913327,False
587739608628330550.fits,0.08885937330586577,False
587739809419558987.fits,0.23854877113684975,False
588017704001208401.fits,0.07982018588409201,False
587745540517789818.fits,0.11212063681484093,False
587742629062050041.fits,0.11212116426349122,False
587742062156513459.fits,0.1102152667309197,False
588017702398656707.fits,0.10817663107502244,False
587732483806986474.fits,0.08445836254009291,False
587739706868891806.fits,0.16986053416099056,False
588018056198553634.fits,0.3509231822098457,False
587739708494315801.fits,0.12349726436016513,False
587742550150807602.fits,0.13887100907519184,False
587739721380921494.fits,0.11224548931731254,False
588017729768325239.fits,0.0730484602530437,False
587730774421602495.fits,0.10512616175646967,False
587728308569309294.fits,0.09412009141907332,False
588023240207368362.fits,0.1024096149090752,False
588017730834989154.fits,0.08535121718294955,False
587745243088814211.fits,0.0677058312769849,False
588017704027685144.fits,0.36369866974774295,False
587736807762690299.fits,0.16936932217848755,False
587736899577119032.fits,0.11182557142819233,False
587726878346510539.fits,0.15467723508127673,False
587741721214910530.fits,0.3077285373928506,False
587735348027392031.fits,0.143666113837263,False
587742014912463118.fits,0.19845505003088929,False
587736813674168619.fits,0.09734793187347933,False
587727223019077668.fits,0.2601426814721339,False
588013383279575225.fits,0.07930128073674989,False
587729387679514809.fits,0.08529386937263142,False
588016839636484281.fits,0.1066391514084044,False
587733410458173786.fits,0.1055039755222917,False
588017947210809547.fits,0.14687864973816075,False
587729777451204628.fits,0.9677041454247785,True
587731680659112075.fits,0.3362574420399882,False
587732702870896783.fits,0.11082780024102104,False
587727875305504888.fits,0.07169173810679172,False
587726877804921163.fits,0.09220368355742292,False
587741710490861804.fits,0.09498122620322401,False
587742060516868150.fits,0.190680993796735,False
588011123048579214.fits,0.09655215326814844,False
587742610799198475.fits,0.08998568269739622,False
587732135386939518.fits,0.12513662591189853,False
587735695368913007.fits,0.08839444346527774,False
588017979452686756.fits,0.13739539799825568,False
587725040630497417.fits,0.2255349086088385,False
587742576447717544.fits,0.06281393888656342,False
587733397572813042.fits,0.08127748985998637,False
587735665311481986.fits,0.06495837690515205,False
587739721376203028.fits,0.11103396818455394,False
587728879263678674.fits,0.08826584721009527,False
587741602027077768.fits,0.07592369897633712,False
588015508196950072.fits,0.08613304744791903,False
587739706337591442.fits,0.44778859466865467,False
588016840175911017.fits,0.11779228772133365,False
587739407878848725.fits,0.09170037526195236,False
587745243088879746.fits,0.13200922566144171,False
587727867254997245.fits,0.10475072933198866,False
587741392110026923.fits,0.10707218830341744,False
587742015144788143.fits,0.10463788908245536,False
587735661011927147.fits,0.07993398280078233,False
587739707419197596.fits,0.17423567824280198,False
588017949887365240.fits,0.0657774474236338,False
587732582590382221.fits,0.06214028040353471,False
587738950959366296.fits,0.07904019583676869,False
587742865279746118.fits,0.08844069518027542,False
587735241176514685.fits,0.4522947530831847,False
587726031171289209.fits,0.08127357390924905,False
587739809964884523.fits,0.20269975309901836,False
587728669344399595.fits,0.1154405064371788,False
587736584962113653.fits,0.11182213017513523,False
587739132423110844.fits,0.11382953120447893,False
587741817313689799.fits,0.1956180626894841,False
587725490524782865.fits,0.10974286035108732,False
587725470673404001.fits,0.10033846516608863,False
587725994112581879.fits,0.1037313103514677,False
588017978899824841.fits,0.07586493763090038,False
587739115245273201.fits,0.10025575971762488,False
588017991773454575.fits,0.1253990594212351,False
587733440517767418.fits,0.07725378618454871,False
587738946668986532.fits,0.08653463713706433,False
587726032264560877.fits,0.0540427766856061,False
588016893325541469.fits,0.10679379263573624,False
587735347489538221.fits,0.10674717710283194,False
588297864725790857.fits,0.11016322368603404,False
587728920060952665.fits,0.11517139487916288,False
587732471456792926.fits,0.4383139650161282,False
587725074988990752.fits,0.14629978385164968,False
587726100948648189.fits,0.2172549682243234,False
588007005268345148.fits,0.08762431818382736,False
587736546849718818.fits,0.06034091322490544,False
587726016692093117.fits,0.1660265067411358,False
588017726020911310.fits,0.1315377917177502,False
587739845393777130.fits,0.11569286815188455,False
587739131351728549.fits,0.08472632367948127,False
587742616172691932.fits,0.05806169054620535,False
587739707411005627.fits,0.06989641037782222,False
588017948827451514.fits,0.16859192313598173,False
587738409258647656.fits,0.07232890979481554,False
587727866181386535.fits,0.07808183846128099,False
588007005774610666.fits,0.10925170128581156,False
587742615637590439.fits,0.059140569261173136,False
587731512610324513.fits,0.2975173961723869,False
587739827669696716.fits,0.06826585910105196,False
587742013821288641.fits,0.11544736931666895,False
587731511532454031.fits,0.07101572997774233,False
587726031722774733.fits,0.09102366178042906,False
587732482218524770.fits,0.12294703925525895,False
587742864742809684.fits,0.14450881848511474,False
587742062146027628.fits,0.08210532844715744,False
588011101035561166.fits,0.19439179031309234,False
587731886813282513.fits,0.11640781720692375,False
587736807771996404.fits,0.08616572135272292,False
588017724943696044.fits,0.18934556345428336,False
587742610801361094.fits,0.05760295087544427,False
588023720711159974.fits,0.05288446376681009,False
587737809039261867.fits,0.07476203120348243,False
587732590642724977.fits,0.10409152833708007,False
587742188837666954.fits,0.5135272592848523,False
587736808846131395.fits,0.057809054333456636,False
587728879260598470.fits,0.08958024988167057,False
588011218605637742.fits,0.11399678124474552,False
587736477051912461.fits,0.2418990821413595,False
588017726555357358.fits,0.12836739433348818,False
588007003655372936.fits,0.11373100700029708,False
587742981784600680.fits,0.11407657339695625,False
587737826756984964.fits,0.10689226988171296,False
587741490904498249.fits,0.9570754159970838,True
587733398105358535.fits,0.09225090177658414,False
587735695904997522.fits,0.07428775251381466,False
587738196116177178.fits,0.09641736928433714,False
587729160051687459.fits,0.20097615433313135,False
587739505013489748.fits,0.2077857146961974,False
587742061627965725.fits,0.11898328988756925,False
587733412062888181.fits,0.10729424353490476,False
587726016145981566.fits,0.07817116150053671,False
587725492671480020.fits,0.10038350560648672,False
587735347483312313.fits,0.14870053839585645,False
588007005800104112.fits,0.07143209430022852,False
587742061602734249.fits,0.06541271203709992,False
587731679575539945.fits,0.13074139147932906,False
587736813132710094.fits,0.06093263955658615,False
588017702400688181.fits,0.08220482258354142,False
587735348021493947.fits,0.0905875876155408,False
587736751933620532.fits,0.08983524155263896,False
587739845394956404.fits,0.38901240632791934,False
587732771042820325.fits,0.1090863072639838,False
588017726551490743.fits,0.20121825767566426,False
587738409261858933.fits,0.1013283541740478,False
587745538903703716.fits,0.28886243081426866,False
588017570848833627.fits,0.07536689191200549,False
588010359609557141.fits,0.29895030676630513,False
587739156583612512.fits,0.11866108314153564,False
587733429236269200.fits,0.113847737949675,False
587729159516520629.fits,0.05583118635180955,False
587741602038087903.fits,0.31072613728410536,False
587729386598957323.fits,0.11549049563161375,False
587733397026832491.fits,0.18487309904380772,False
588009368552538240.fits,0.062205313798434435,False
587727213348585754.fits,0.1127672571777642,False
588017720639488200.fits,0.07410242839735623,False
587730818433024213.fits,0.1273600484929495,False
587722982280593611.fits,0.08492650530357873,False
588016879368142941.fits,0.1254797643929318,False
587736946276958280.fits,0.4885249278096564,False
587739708478718033.fits,0.13420923498883727,False
587731521737654344.fits,0.7779260950728921,False
587729233052434762.fits,0.07505858427845133,False
587742772955578451.fits,0.0881075443076539,False
587739504475963502.fits,0.1345794936822794,False
587741532764963324.fits,0.1192854613981545,False
588017991238222028.fits,0.09715091808889506,False
588015508197736599.fits,0.10337019725039852,False
587738572458950828.fits,0.07277368921440895,False
587725550659043414.fits,0.0869044994682938,False
587739608636063872.fits,0.5918720269235332,False
588015508220739819.fits,0.16602745392497606,False
587729387157258372.fits,0.10405558052252492,False
587725775603564963.fits,0.10004405876438566,False
587731501336035561.fits,0.10479450422739783,False
587736586584457424.fits,0.8365255749399979,True
587739828210958625.fits,0.11614235748765585,False
587726033317462066.fits,0.1905604410486263,False
588010135195942992.fits,0.2944064377306445,False
587736942527709344.fits,0.1650147793423773,False
587732482204303461.fits,0.10513406651427062,False
588017978895040589.fits,0.10978595712757976,False
587738196122010033.fits,0.10495123217533557,False
587742551220027580.fits,0.09783669721815046,False
587732054317859097.fits,0.2701601101627011,False
587727944029503753.fits,0.0785270816677059,False
587742589870735379.fits,0.08395094900099268,False
588010359610212525.fits,0.27905433090223714,False
588013382193119437.fits,0.08931449487113828,False
587739609695518837.fits,0.07072218340252376,False
587725981226631324.fits,0.1054947883155321,False
588297864726380644.fits,0.07039970788237143,False
588018090008314191.fits,0.0974057025921602,False
587739507156844611.fits,0.11352761006350852,False
587730022794985688.fits,0.1136760550775407,False
587735742615323221.fits,0.14244837359967608,False
587726014544281798.fits,0.25263168942391456,False
587733441588625638.fits,0.7564805723987121,True
587735348023197886.fits,0.10817293935867846,False
587738952569913360.fits,0.09259576828615436,False
588015507680919729.fits,0.08849208104579018,False
587742550692594146.fits,0.13951649213010808,False
587735695368847436.fits,0.2535916031869916,False
587728880880255020.fits,0.8262428984515839,True
587734949668651098.fits,0.15482706249820902,False
588016893322068061.fits,0.07699849050326586,False
588023670777118850.fits,0.10151698340591532,False
587732134316015747.fits,0.08125624781996146,False
587744874249257081.fits,0.09744916272276877,False
587739719762247808.fits,0.10947864623027634,False
587729779050086585.fits,0.06177828019896875,False
587734622176215206.fits,0.06834374891033564,False
587742568935719041.fits,0.09051036918159114,False
587735349650522166.fits,0.07374709431871558,False
587736942529741140.fits,0.12842203855102358,False
587724232103690426.fits,0.10026876452308298,False
587729751671112032.fits,0.08891761284027082,False
587738948825186400.fits,0.10083464598042616,False
587729157901582482.fits,0.07520327876999351,False
587734862144405621.fits,0.15790710040596326,False
587731512084005054.fits,0.0909599021462386,False
587727866181452078.fits,0.0920169330193878,False
587741709417316396.fits,0.4228184558607624,False
588016839636615454.fits,0.16188062118765484,False
587742577521655949.fits,0.1318959855346269,False
588009370154303561.fits,0.051259539407037216,False
587739406791016509.fits,0.1231221409852009,False
587729160577024080.fits,0.10207265903388364,False
587741391032353008.fits,0.3905622080431974,False
587738948286283920.fits,0.08243638112146766,False
587741533316317311.fits,0.2340287168578591,False
587739382066315473.fits,0.08155838005325194,False
587729777446813956.fits,0.06353502617614587,False
587742060548325584.fits,0.08506856793376763,False
587729388217237662.fits,0.09479528816036263,False
587734893825556588.fits,0.0823784246346388,False
587729386618028047.fits,0.05278010219523919,False
588017626162069667.fits,0.08136715646323457,False
587742191511732376.fits,0.09441132831819246,False
587731890576097356.fits,0.13644172921169986,False
587731185673306242.fits,0.6565174510651943,False
588017626706542888.fits,0.10554198630843853,False
588017603625943176.fits,0.7031465224640976,False
587728931335700525.fits,0.07803615940428486,False
587739381521907838.fits,0.13147292968618826,False
587725551200960632.fits,0.11609113656173704,False
588017703482622188.fits,0.16922250146205767,False
587742190435369114.fits,0.05802990282361161,False
587735430694371477.fits,0.08064583722681891,False
587733427089440896.fits,0.17168620562192885,False
587733398643736801.fits,0.13015182948584114,False
587739406228783233.fits,0.06657537383935644,False
587745403079688312.fits,0.0831989312286037,False
587732469848736034.fits,0.08388014836488701,False
587729157896274048.fits,0.19006381969857494,False
587725589846098181.fits,0.09599337686392637,False
587742573219348614.fits,0.0993774630190188,False
587732771061891140.fits,0.17287883243501126,False
587732134840107116.fits,0.159921464310596,False
587739845397512872.fits,0.1050190943807965,False
587742061588381839.fits,0.07734735895084689,False
587739407328018452.fits,0.8637914041965064,False
588007005266182311.fits,0.12241649509879235,False
588017978377175290.fits,0.13732369548362847,False
587725490523275475.fits,0.10277414847769302,False
587727866179682849.fits,0.10596765197992193,False
588017992311308528.fits,0.14616764594545664,False
587739610228850827.fits,0.0828077171642277,False
587725041167237241.fits,0.13759978832928224,False
587728949051654193.fits,0.13045851931092994,False
587739708492480703.fits,0.09889279408610137,False
587738947751903338.fits,0.10317799486171376,False
587741723356889196.fits,0.09042036980283992,False
588017565488775247.fits,0.05563015127058723,False
587738615956308137.fits,0.07983186440677968,False
587734621638951040.fits,0.14422881571756005,False
587731680647839908.fits,0.5871336552705583,True
587741721752174772.fits,0.09635788401659533,False
587731521201176749.fits,0.10043012903871157,False
587735743157436492.fits,0.09407156658628284,False
588848899924492505.fits,0.11052817248741473,False
588018056183677084.fits,0.1310769857641276,False
587734304879149235.fits,0.09603248718160347,False
587735490821357721.fits,0.12139506877099575,False
587735661553254601.fits,0.15693468724115714,False
587742188828164420.fits,0.11326468162103193,False
587737826744205730.fits,0.21451436658499373,False
587733081347195090.fits,0.10113753563123903,False
587735662626406590.fits,0.12534323368087494,False
587734891682332900.fits,0.08160569919154725,False
587732769983692830.fits,0.9448103008454776,False
587726102027239563.fits,0.1385558919249161,False
587742615099212087.fits,0.0695045644263322,False
588017977804324979.fits,0.08145548960808956,False
588011218064048368.fits,0.12338031191314265,False
587741532247883801.fits,0.2824633785542601,False
587734893830668449.fits,0.09787405394027583,False
587737827281338769.fits,0.11662555388921834,False
588011217526980906.fits,0.08749472042626465,False
587739406798225473.fits,0.16310706225942245,False
587725578038280401.fits,0.1111952398979978,False
587738570310615207.fits,0.051962743914233625,False
587735349101396120.fits,0.12074864076968173,False
587739707953840352.fits,0.16049589594390398,False
587732578840477937.fits,0.062198488249103526,False
587722984430960868.fits,0.1687681452974141,False
587739380447445170.fits,0.11128140642253287,False
588017564949610616.fits,0.10291733179150067,False
587741533308321930.fits,0.08310994376901068,False
587726877271916696.fits,0.09206490539511453,False
588017720102617183.fits,0.054302682141055,False
588023669167685767.fits,0.11302264139350555,False
588016878831534224.fits,0.13425988920206042,False
587742863133311098.fits,0.12222219385084428,False
587739381521973353.fits,0.19319250681737346,False
587732135384318031.fits,0.10627438728201108,False
587731912036712598.fits,0.09680862983976936,False
587726100412432601.fits,0.08171836505072842,False
587736921045991907.fits,0.13665794812675355,False
587728917376008367.fits,0.25455208572699506,False
588013381667455093.fits,0.09925520450882597,False
587742774562062472.fits,0.11516473393302265,False
587738067804487898.fits,0.09332890513593482,False
587739707945713855.fits,0.10947556459804417,False
587737826212446377.fits,0.3202239438827389,False
587738946674163839.fits,0.09369217702551036,False
587736976353329687.fits,0.09796463171615134,False
588017725484957845.fits,0.26225823783202945,False
587742190986133665.fits,0.1071243303564862,False
587739720844574943.fits,0.10614562570141202,False
587739609163038877.fits,0.0825001450185809,False
